Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2018-03-26;2,1234;2,1744;2,1015;2,1394;;
2018-03-23;2,1526;2,1732;2,1195;2,1306;;
2018-03-22;2,1479;2,2009;2,1016;2,1016;;
2018-03-21;2,1844;2,2332;2,1396;2,1475;;
2018-03-20;2,1705;2,2327;2,151;2,1834;;
2018-03-19;2,1841;2,2338;2,1582;2,1848;;
2018-03-16;2,1803;2,2344;2,1653;2,2094;;
2018-03-15;2,2173;2,256;2,1701;2,1842;;
2018-03-14;2,2394;2,2565;2,1894;2,2186;;
2018-03-13;2,2511;2,296;2,2426;2,272;;
2018-03-12;2,216;2,3067;2,2111;2,2688;;
2018-03-09;2,2208;2,2676;2,2001;2,2346;;
2018-03-08;2,2355;2,2851;2,2096;2,2268;;
2018-03-07;2,2223;2,2736;2,2086;2,2669;;
2018-03-06;2,1874;2,2543;2,1701;2,2183;;
2018-03-05;2,1756;2,2403;2,1723;2,2087;;
2018-03-02;2,1803;2,2361;2,1712;2,2125;;
2018-03-01;2,18;2,2522;2,1711;2,2076;;
2018-02-28;2,1854;2,2297;2,1706;2,1986;;
2018-02-27;2,1728;2,2135;2,1589;2,1896;;
2018-02-26;2,1846;2,2304;2,1613;2,1754;;
2018-02-23;2,1499;2,1896;2,128;2,1713;;
2018-02-22;2,1594;2,2099;2,1419;2,1839;;
2018-02-21;2,1317;2,1989;2,1104;2,1773;;
2018-02-20;2,1319;2,1455;2,1082;2,1364;;
2018-02-19;2,0965;2,1039;2,0409;2,0414;;
2018-02-16;2,0492;2,0723;2,0237;2,0622;;
2018-02-15;2,0685;2,0814;2,0183;2,0755;;
2018-02-14;2,1123;2,1197;2,0588;2,1181;;
2018-02-13;2,0974;2,1352;2,0859;2,1123;;
2018-02-12;2,1111;2,1123;2,0622;2,0901;;
2018-02-09;2,1709;2,1776;2,0878;2,1257;;
2018-02-08;2,2017;2,2375;2,1924;2,1924;;
2018-02-07;2,2429;2,2542;2,1706;2,1902;;
2018-02-06;2,2425;2,2518;2,1798;2,239;;
2018-02-05;2,2942;2,312;2,1944;2,2055;;
2018-02-02;2,3243;2,3454;2,2686;2,2958;;
2018-02-01;2,3796;2,3859;2,2679;2,3186;;
2018-01-31;2,5034;2,5127;2,3752;2,38;;
2018-01-30;2,5868;2,6148;2,5497;2,5661;;
2018-01-29;2,5032;2,5679;2,453;2,5582;;
2018-01-26;2,5149;2,5757;2,5026;2,5529;;
2018-01-25;2,6561;2,8443;2,4899;2,502;;
2018-01-24;2,8643;2,8682;2,4996;2,6454;;
2018-01-23;2,6059;2,6598;2,4805;2,6449;;
2018-01-22;2,6516;2,6575;2,416;2,5136;;
2018-01-19;2,584;2,6149;2,426;2,6039;;
2018-01-18;2,6529;2,6541;2,4205;2,63;;
2018-01-17;2,5676;2,6786;2,463;2,6673;;
2018-01-16;2,4897;2,5825;2,394;2,5654;;
2018-01-15;2,5642;2,5665;2,3812;2,3812;;
2018-01-12;2,574;2,6369;2,4343;2,6212;;
2018-01-11;2,4238;2,5692;2,3677;2,561;;
2018-01-10;2,4826;2,4861;2,348;2,4092;;
2018-01-09;2,3888;2,4295;2,3217;2,4283;;
2018-01-08;2,3744;2,3904;2,2902;2,3604;;
2018-01-05;2,3729;2,3732;2,2508;2,3126;;
2018-01-04;2,5347;2,537;2,3209;2,3751;;
2018-01-03;2,5224;2,5387;2,4179;2,4875;;
2018-01-02;2,5328;2,5367;2,4047;2,5177;;




