"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"26.12.2018 18:15 - 26.12.2018 18:30","0","0","0","3786","3837","4009","11148","10542","5450"
"26.12.2018 18:30 - 26.12.2018 18:45","0","0","0","3783","3861","4009","11127","10566","5452"
"26.12.2018 18:45 - 26.12.2018 19:00","0","0","0","3773","3887","3994","11093","10592","5523"
"26.12.2018 19:00 - 26.12.2018 19:15","0","0","0","3758","3908","3927","11071","10618","5585"
"26.12.2018 19:15 - 26.12.2018 19:30","0","0","0","3779","3952","3896","11086","10651","5763"
"26.12.2018 19:30 - 26.12.2018 19:45","0","0","0","3794","3992","3955","11105","10679","5811"
"26.12.2018 19:45 - 26.12.2018 20:00","0","0","0","3813","4036","3958","11124","10700","5962"
"26.12.2018 20:00 - 26.12.2018 20:15","0","0","0","3827","4072","3951","11148","10749","5918"
"26.12.2018 20:15 - 26.12.2018 20:30","0","0","0","3839","4083","3886","11180","10777","6068"
"26.12.2018 20:30 - 26.12.2018 20:45","0","0","0","3848","4091","3924","11221","10803","6176"
"26.12.2018 20:45 - 26.12.2018 21:00","0","0","0","3858","4101","3918","11251","10826","6155"
"26.12.2018 21:00 - 26.12.2018 21:15","0","0","0","3868","4115","3923","11281","10849","6101"
"26.12.2018 21:15 - 26.12.2018 21:30","0","0","0","3888","4141","3953","11308","10895","6138"
"26.12.2018 21:30 - 26.12.2018 21:45","0","0","0","3908","4167","3978","11350","10945","6106"
"26.12.2018 21:45 - 26.12.2018 22:00","0","0","0","3915","4190","3983","11399","10998","6012"
"26.12.2018 22:00 - 26.12.2018 22:15","0","0","0","3927","4215","3916","11327","10943","5967"
"26.12.2018 22:15 - 26.12.2018 22:30","0","0","0","3924","4214","3914","11316","10951","5827"
"26.12.2018 22:30 - 26.12.2018 22:45","0","0","0","3917","4216","3774","11305","10948","5730"
"26.12.2018 22:45 - 26.12.2018 23:00","0","0","0","3907","4213","3741","11304","10957","5590"
"26.12.2018 23:00 - 26.12.2018 23:15","0","0","0","3906","4204","3840","11290","10968","5555"
"26.12.2018 23:15 - 26.12.2018 23:30","0","0","0","3901","4197","3749","11269","10969","5525"
"26.12.2018 23:30 - 26.12.2018 23:45","0","0","0","3896","4183","3563","11249","10981","5421"
"26.12.2018 23:45 - 27.12.2018 00:00","0","0","0","3887","4169","3526","11235","10988","5309"
"27.12.2018 00:00 - 27.12.2018 00:15","0","0","0","4276","4514","3502","10484","9925","5272"
"27.12.2018 00:15 - 27.12.2018 00:30","0","0","0","4238","4506","3494","10508","9942","5287"
"27.12.2018 00:30 - 27.12.2018 00:45","0","0","0","4204","4479","3458","10527","9899","5190"
"27.12.2018 00:45 - 27.12.2018 01:00","0","0","0","4164","4401","3380","10547","9865","5133"
"27.12.2018 01:00 - 27.12.2018 01:15","0","0","0","4130","4353","3340","10540","9811","5114"
"27.12.2018 01:15 - 27.12.2018 01:30","0","0","0","4112","4241","3225","10542","9877","5115"
"27.12.2018 01:30 - 27.12.2018 01:45","0","0","0","4095","4192","3181","10541","9865","5066"
"27.12.2018 01:45 - 27.12.2018 02:00","0","0","0","4082","4177","3162","10537","9844","5076"
"27.12.2018 02:00 - 27.12.2018 02:15","0","0","0","4065","4136","3122","10562","9877","5093"
"27.12.2018 02:15 - 27.12.2018 02:30","0","0","0","4042","4062","3048","10553","9844","5050"
"27.12.2018 02:30 - 27.12.2018 02:45","0","0","0","4025","3961","2947","10544","9803","5009"
"27.12.2018 02:45 - 27.12.2018 03:00","0","0","0","4006","3880","2865","10539","9808","5045"
"27.12.2018 03:00 - 27.12.2018 03:15","0","0","0","3985","3718","2703","10536","9892","5097"
"27.12.2018 03:15 - 27.12.2018 03:30","0","0","0","3955","3689","2674","10539","10045","5233"
"27.12.2018 03:30 - 27.12.2018 03:45","0","0","0","3922","3738","2724","10550","10088","5260"
"27.12.2018 03:45 - 27.12.2018 04:00","0","0","0","3893","3753","2740","10554","10089","5245"
"27.12.2018 04:00 - 27.12.2018 04:15","0","0","0","3870","3732","2721","10550","10129","5271"
"27.12.2018 04:15 - 27.12.2018 04:30","0","0","0","3853","3692","2684","10500","10204","5335"
"27.12.2018 04:30 - 27.12.2018 04:45","0","0","0","3839","3701","2697","10447","10193","5315"
"27.12.2018 04:45 - 27.12.2018 05:00","0","0","0","3821","3705","2704","10388","10019","5136"
"27.12.2018 05:00 - 27.12.2018 05:15","0","0","0","3802","3671","2674","10334","10007","5118"
"27.12.2018 05:15 - 27.12.2018 05:30","0","0","0","3772","3684","2692","10277","9939","5074"
"27.12.2018 05:30 - 27.12.2018 05:45","0","0","0","3744","3784","2797","10219","9912","5070"
"27.12.2018 05:45 - 27.12.2018 06:00","0","0","0","3717","3793","2811","10165","9864","5049"
"27.12.2018 06:00 - 27.12.2018 06:15","0","0","0","3689","3721","2744","10179","9892","5062"
"27.12.2018 06:15 - 27.12.2018 06:30","0","0","0","3651","3710","2737","10134","9787","4961"
"27.12.2018 06:30 - 27.12.2018 06:45","0","0","0","3607","3660","2691","10092","9785","4962"
"27.12.2018 06:45 - 27.12.2018 07:00","0","0","0","3573","3696","2731","10048","9826","5004"
"27.12.2018 07:00 - 27.12.2018 07:15","0","0","0","3528","3700","2739","10012","9776","4954"
"27.12.2018 07:15 - 27.12.2018 07:30","0","0","0","3498","3653","2697","9924","9737","4891"
"27.12.2018 07:30 - 27.12.2018 07:45","0","0","0","3461","3677","2726","9849","9634","4766"
"27.12.2018 07:45 - 27.12.2018 08:00","0","0","0","3428","3672","2682","9814","9612","4712"
"27.12.2018 08:00 - 27.12.2018 08:15","11","12","9","3388","3666","2645","9726","9587","4684"
"27.12.2018 08:15 - 27.12.2018 08:30","79","78","52","3362","3660","2543","9711","9577","4656"
"27.12.2018 08:30 - 27.12.2018 08:45","264","269","156","3336","3649","2556","9694","9572","4642"
"27.12.2018 08:45 - 27.12.2018 09:00","643","620","344","3311","3639","2637","9659","9548","4581"
"27.12.2018 09:00 - 27.12.2018 09:15","1104","1039","638","3288","3626","2670","9620","9530","4647"
"27.12.2018 09:15 - 27.12.2018 09:30","1655","1537","1011","3285","3618","2660","9565","9483","4755"
"27.12.2018 09:30 - 27.12.2018 09:45","2325","2135","1481","3281","3608","2655","9509","9438","4887"
"27.12.2018 09:45 - 27.12.2018 10:00","3025","2760","1943","3280","3595","2681","9447","9399","4957"
"27.12.2018 10:00 - 27.12.2018 10:15","3699","3363","2346","3276","3579","2714","9383","9347","4990"
"27.12.2018 10:15 - 27.12.2018 10:30","4333","3963","2672","3274","3558","2671","9199","9196","4924"
"27.12.2018 10:30 - 27.12.2018 10:45","4924","4526","3007","3271","3539","2592","9019","9046","4810"
"27.12.2018 10:45 - 27.12.2018 11:00","5459","5030","3249","3263","3513","2547","8867","8916","4683"
"27.12.2018 11:00 - 27.12.2018 11:15","5922","5474","3480","3269","3484","2497","8701","8787","4583"
"27.12.2018 11:15 - 27.12.2018 11:30","6287","5897","3766","3265","3451","2397","8519","8655","4541"
"27.12.2018 11:30 - 27.12.2018 11:45","6550","6232","4016","3267","3419","2364","8329","8520","4441"
"27.12.2018 11:45 - 27.12.2018 12:00","6709","6391","4311","3275","3383","2411","8118","8376","4304"
"27.12.2018 12:00 - 27.12.2018 12:15","6783","6459","4568","3272","3351","2337","7926","8236","4189"
"27.12.2018 12:15 - 27.12.2018 12:30","6758","6444","4587","3277","3323","2342","7764","8110","4067"
"27.12.2018 12:30 - 27.12.2018 12:45","6637","6331","4474","3280","3301","2372","7608","7978","4114"
"27.12.2018 12:45 - 27.12.2018 13:00","6444","6144","4364","3287","3285","2366","7451","7852","4102"
"27.12.2018 13:00 - 27.12.2018 13:15","6173","5886","4165","3288","3260","2430","7299","7739","4045"
"27.12.2018 13:15 - 27.12.2018 13:30","5829","5563","3992","3279","3219","2435","7224","7674","3925"
"27.12.2018 13:30 - 27.12.2018 13:45","5389","5139","3744","3266","3182","2284","7153","7603","3933"
"27.12.2018 13:45 - 27.12.2018 14:00","4900","4664","3435","3252","3138","2142","7090","7532","3942"
"27.12.2018 14:00 - 27.12.2018 14:15","4364","4144","3111","3234","3118","2058","7041","7444","3925"
"27.12.2018 14:15 - 27.12.2018 14:30","3789","3594","2687","3218","3097","1957","7045","7413","3974"
"27.12.2018 14:30 - 27.12.2018 14:45","3191","3013","2259","3200","3077","1971","7055","7384","3873"
"27.12.2018 14:45 - 27.12.2018 15:00","2589","2429","1841","3180","3060","1951","7070","7360","3751"
"27.12.2018 15:00 - 27.12.2018 15:15","1974","1830","1379","3162","3033","1932","7084","7351","3695"
"27.12.2018 15:15 - 27.12.2018 15:30","1395","1273","930","3114","3007","1939","7134","7373","3667"
"27.12.2018 15:30 - 27.12.2018 15:45","894","799","578","3068","2980","1948","7184","7403","3592"
"27.12.2018 15:45 - 27.12.2018 16:00","469","413","305","3022","2952","1952","7229","7442","3514"
"27.12.2018 16:00 - 27.12.2018 16:15","162","160","108","2981","2921","1956","7280","7480","3445"
"27.12.2018 16:15 - 27.12.2018 16:30","42","43","31","2937","2872","1882","7320","7529","3492"
"27.12.2018 16:30 - 27.12.2018 16:45","9","10","5","2884","2823","1840","7375","7582","3437"
"27.12.2018 16:45 - 27.12.2018 17:00","2","2","1","2842","2780","1797","7417","7628","3316"
"27.12.2018 17:00 - 27.12.2018 17:15","0","0","0","2798","2732","1743","7460","7669","3184"
"27.12.2018 17:15 - 27.12.2018 17:30","0","0","0","2750","2678","1623","7494","7673","3078"
"27.12.2018 17:30 - 27.12.2018 17:45","0","0","0","2709","2623","1507","7529","7677","2985"
"27.12.2018 17:45 - 27.12.2018 18:00","0","0","0","2667","2561","1445","7574","7683","2902"
"27.12.2018 18:00 - 27.12.2018 18:15","0","0","0","2624","2509","1451","7618","7687","2869"
"27.12.2018 18:15 - 27.12.2018 18:30","0","0","0","2580","2458","1425","7655","7694","2927"
"27.12.2018 18:30 - 27.12.2018 18:45","0","0","0","2535","2407","1445","7675","7720","3027"
"27.12.2018 18:45 - 27.12.2018 19:00","0","0","0","2493","2356","1389","7702","7736","3139"
"27.12.2018 19:00 - 27.12.2018 19:15","0","0","0","2455","2308","1334","7724","7741","3192"
"27.12.2018 19:15 - 27.12.2018 19:30","0","0","0","2425","2279","1276","7720","7726","3145"
"27.12.2018 19:30 - 27.12.2018 19:45","0","0","0","2392","2249","1287","7719","7707","3133"
"27.12.2018 19:45 - 27.12.2018 20:00","0","0","0","2364","2223","1271","7708","7685","3066"
"27.12.2018 20:00 - 27.12.2018 20:15","0","0","0","2330","2196","1242","7716","7745","2986"
"27.12.2018 20:15 - 27.12.2018 20:30","0","0","0","2293","2178","1141","7717","7719","3040"
"27.12.2018 20:30 - 27.12.2018 20:45","0","0","0","2260","2160","1154","7729","7702","3069"
"27.12.2018 20:45 - 27.12.2018 21:00","0","0","0","2228","2139","1179","7738","7666","3144"
"27.12.2018 21:00 - 27.12.2018 21:15","0","0","0","2195","2124","1221","7739","7640","3196"
"27.12.2018 21:15 - 27.12.2018 21:30","0","0","0","2157","2117","1163","7759","7641","3274"
"27.12.2018 21:30 - 27.12.2018 21:45","0","0","0","2115","2112","1186","7794","7643","3307"
"27.12.2018 21:45 - 27.12.2018 22:00","0","0","0","2074","2107","1198","7824","7642","3379"
"27.12.2018 22:00 - 27.12.2018 22:15","0","0","0","2038","2099","1233","7801","7608","3433"
"27.12.2018 22:15 - 27.12.2018 22:30","0","0","0","2018","2097","1252","7830","7620","3568"
"27.12.2018 22:30 - 27.12.2018 22:45","0","0","0","1996","2096","1303","7858","7640","3627"
"27.12.2018 22:45 - 27.12.2018 23:00","0","0","0","1972","2095","1356","7892","7665","3693"
"27.12.2018 23:00 - 27.12.2018 23:15","0","0","0","1960","2094","1400","7922","7686","3786"
"27.12.2018 23:15 - 27.12.2018 23:30","0","0","0","1947","2100","1476","7963","7725","3789"
"27.12.2018 23:30 - 27.12.2018 23:45","0","0","0","1929","2109","1528","8004","7755","3821"
"27.12.2018 23:45 - 28.12.2018 00:00","0","0","0","1924","2112","1553","8035","7805","3892"
"28.12.2018 00:00 - 28.12.2018 00:15","0","0","0","2363","2546","1593","7689","8161","3913"
"28.12.2018 00:15 - 28.12.2018 00:30","0","0","0","2348","2628","1649","7730","8130","3836"
"28.12.2018 00:30 - 28.12.2018 00:45","0","0","0","2339","2710","1724","7767","8081","3775"
"28.12.2018 00:45 - 28.12.2018 01:00","0","0","0","2324","2697","1700","7795","7982","3759"
"28.12.2018 01:00 - 28.12.2018 01:15","0","0","0","2308","2693","1688","7827","7828","3700"
"28.12.2018 01:15 - 28.12.2018 01:30","0","0","0","2274","2754","1750","7839","7649","3580"
"28.12.2018 01:30 - 28.12.2018 01:45","0","0","0","2242","2688","1685","7854","7765","3662"
"28.12.2018 01:45 - 28.12.2018 02:00","0","0","0","2208","2629","1636","7868","7812","3715"
"28.12.2018 02:00 - 28.12.2018 02:15","0","0","0","2169","2596","1604","7904","7780","3725"
"28.12.2018 02:15 - 28.12.2018 02:30","0","0","0","2131","2525","1527","7939","7662","3679"
"28.12.2018 02:30 - 28.12.2018 02:45","0","0","0","2092","2385","1398","7980","7558","3628"
"28.12.2018 02:45 - 28.12.2018 03:00","0","0","0","2055","2243","1262","8018","7421","3505"
"28.12.2018 03:00 - 28.12.2018 03:15","0","0","0","2019","2105","1129","8040","7319","3419"
"28.12.2018 03:15 - 28.12.2018 03:30","0","0","0","1984","1963","994","8065","7223","3297"
"28.12.2018 03:30 - 28.12.2018 03:45","0","0","0","1943","1907","945","8094","7213","3264"
"28.12.2018 03:45 - 28.12.2018 04:00","0","0","0","1908","1900","944","8128","7268","3295"
"28.12.2018 04:00 - 28.12.2018 04:15","0","0","0","1870","1831","881","8145","7288","3294"
"28.12.2018 04:15 - 28.12.2018 04:30","0","0","0","1832","1715","777","8117","7240","3214"
"28.12.2018 04:30 - 28.12.2018 04:45","0","0","0","1795","1685","760","8084","7240","3182"
"28.12.2018 04:45 - 28.12.2018 05:00","0","0","0","1753","1665","755","8044","7236","3145"
"28.12.2018 05:00 - 28.12.2018 05:15","0","0","0","1713","1641","746","8003","7275","3152"
"28.12.2018 05:15 - 28.12.2018 05:30","0","0","0","1666","1617","737","7960","7288","3134"
"28.12.2018 05:30 - 28.12.2018 05:45","0","0","0","1622","1621","757","7921","7338","3153"
"28.12.2018 05:45 - 28.12.2018 06:00","0","0","0","1578","1639","790","7892","7366","3151"
"28.12.2018 06:00 - 28.12.2018 06:15","0","0","0","1532","1623","788","7909","7478","3198"
"28.12.2018 06:15 - 28.12.2018 06:30","0","0","0","1485","1608","791","7860","7463","3135"
"28.12.2018 06:30 - 28.12.2018 06:45","0","0","0","1437","1579","779","7796","7510","3135"
"28.12.2018 06:45 - 28.12.2018 07:00","0","0","0","1399","1536","749","7720","7593","3175"
"28.12.2018 07:00 - 28.12.2018 07:15","0","0","0","1358","1473","699","7656","7534","3070"
"28.12.2018 07:15 - 28.12.2018 07:30","0","0","0","1342","1414","643","7590","7429","2947"
"28.12.2018 07:30 - 28.12.2018 07:45","0","0","0","1324","1358","589","7532","7372","2874"
"28.12.2018 07:45 - 28.12.2018 08:00","0","0","0","1304","1336","546","7470","7345","2875"
"28.12.2018 08:00 - 28.12.2018 08:15","8","9","7","1287","1318","529","7398","7321","2882"
"28.12.2018 08:15 - 28.12.2018 08:30","78","69","42","1277","1306","466","7349","7264","2881"
"28.12.2018 08:30 - 28.12.2018 08:45","278","257","108","1265","1304","444","7304","7204","2854"
"28.12.2018 08:45 - 28.12.2018 09:00","653","610","297","1252","1293","410","7268","7161","2839"
"28.12.2018 09:00 - 28.12.2018 09:15","1097","1042","592","1249","1296","401","7214","7100","2841"
"28.12.2018 09:15 - 28.12.2018 09:30","1603","1527","933","1244","1314","402","7156","7050","2785"
"28.12.2018 09:30 - 28.12.2018 09:45","2181","2073","1415","1240","1337","467","7092","6988","2741"
"28.12.2018 09:45 - 28.12.2018 10:00","2794","2648","1909","1240","1358","524","7016","6911","2682"
"28.12.2018 10:00 - 28.12.2018 10:15","3384","3208","2349","1244","1382","594","6943","6835","2688"
"28.12.2018 10:15 - 28.12.2018 10:30","3953","3747","2862","1284","1425","682","6852","6730","2529"
"28.12.2018 10:30 - 28.12.2018 10:45","4476","4248","3309","1323","1468","746","6780","6627","2461"
"28.12.2018 10:45 - 28.12.2018 11:00","4950","4709","3578","1361","1512","815","6687","6508","2478"
"28.12.2018 11:00 - 28.12.2018 11:15","5363","5112","3756","1403","1555","863","6590","6400","2433"
"28.12.2018 11:15 - 28.12.2018 11:30","5707","5450","4114","1450","1603","946","6457","6276","2297"
"28.12.2018 11:30 - 28.12.2018 11:45","5976","5715","4312","1490","1650","995","6317","6157","2253"
"28.12.2018 11:45 - 28.12.2018 12:00","6174","5904","4368","1537","1703","1069","6234","6067","2215"
"28.12.2018 12:00 - 28.12.2018 12:15","6304","6013","4479","1581","1747","1143","6147","5985","2124"
"28.12.2018 12:15 - 28.12.2018 12:30","6356","6055","4631","1612","1784","1234","6169","5999","2031"
"28.12.2018 12:30 - 28.12.2018 12:45","6323","6018","4595","1645","1822","1299","6183","6009","2082"
"28.12.2018 12:45 - 28.12.2018 13:00","6214","5910","4584","1682","1858","1345","6205","6030","2194"
"28.12.2018 13:00 - 28.12.2018 13:15","6032","5731","4294","1712","1898","1384","6228","6052","2316"
"28.12.2018 13:15 - 28.12.2018 13:30","5776","5481","4114","1739","1935","1487","6202","6044","2332"
"28.12.2018 13:30 - 28.12.2018 13:45","5427","5139","3891","1767","1978","1558","6173","6021","2532"
"28.12.2018 13:45 - 28.12.2018 14:00","5010","4747","3581","1795","2022","1627","6153","6008","2575"
"28.12.2018 14:00 - 28.12.2018 14:15","4531","4296","3216","1827","1981","1666","6131","6167","2549"
"28.12.2018 14:15 - 28.12.2018 14:30","3994","3787","2806","1861","2013","1709","6126","6179","2474"
"28.12.2018 14:30 - 28.12.2018 14:45","3414","3241","2460","1898","2042","1824","6115","6197","2435"
"28.12.2018 14:45 - 28.12.2018 15:00","2813","2677","2033","1934","2074","1934","6041","6155","2420"
"28.12.2018 15:00 - 28.12.2018 15:15","2201","2097","1572","1969","2100","1968","5982","6125","2522"
"28.12.2018 15:15 - 28.12.2018 15:30","1586","1510","1108","1974","2112","1984","5939","6111","2602"
"28.12.2018 15:30 - 28.12.2018 15:45","1046","988","732","1982","2128","2009","5896","6085","2769"
"28.12.2018 15:45 - 28.12.2018 16:00","570","535","406","1986","2141","2093","5897","6101","2836"
"28.12.2018 16:00 - 28.12.2018 16:15","221","226","155","1997","2151","2222","5904","6127","2912"
"28.12.2018 16:15 - 28.12.2018 16:30","59","64","42","2016","2148","2315","6041","6264","2990"
"28.12.2018 16:30 - 28.12.2018 16:45","15","19","8","2033","2137","2207","6172","6403","3058"
"28.12.2018 16:45 - 28.12.2018 17:00","3","4","1","2051","2126","2129","6301","6529","3077"
"28.12.2018 17:00 - 28.12.2018 17:15","0","0","0","2068","2127","2101","6435","6655","3244"
"28.12.2018 17:15 - 28.12.2018 17:30","0","0","0","2065","2149","2084","6481","6709","3357"
"28.12.2018 17:30 - 28.12.2018 17:45","0","0","0","2066","2177","2037","6522","6760","3579"
"28.12.2018 17:45 - 28.12.2018 18:00","0","0","0","2066","2206","2010","6560","6803","3759"
"28.12.2018 18:00 - 28.12.2018 18:15","0","0","0","2070","2230","2012","6606","6867","3869"
"28.12.2018 18:15 - 28.12.2018 18:30","0","0","0","2089","2259","1994","6655","6944","3945"
"28.12.2018 18:30 - 28.12.2018 18:45","0","0","0","2108","2286","1983","6699","7016","3939"
"28.12.2018 18:45 - 28.12.2018 19:00","0","0","0","2128","2315","2000","6748","7097","3920"
"28.12.2018 19:00 - 28.12.2018 19:15","0","0","0","2139","2333","1986","6806","7188","3910"
"28.12.2018 19:15 - 28.12.2018 19:30","0","0","0","2173","2318","1832","6853","7262","3997"
"28.12.2018 19:30 - 28.12.2018 19:45","0","0","0","2203","2306","1735","6904","7334","4023"
"28.12.2018 19:45 - 28.12.2018 20:00","0","0","0","2227","2293","1640","6950","7405","4063"
"28.12.2018 20:00 - 28.12.2018 20:15","0","0","0","2256","2284","1659","6993","7587","4131"
