"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar [MW] Intraday / BZN|DE-AT-LU","Generation - Solar [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore [MW] Current / BZN|DE-AT-LU"
"07.04.2018 20:45 - 07.04.2018 21:00","0","0","0","1822","2451","1750","14942","15365","7187"
"07.04.2018 21:00 - 07.04.2018 21:15","0","0","0","1800","2453","1758","15418","15849","7503"
"07.04.2018 21:15 - 07.04.2018 21:30","0","0","0","1777","2464","1728","15635","16158","7527"
"07.04.2018 21:30 - 07.04.2018 21:45","0","0","0","1758","2474","1518","15857","16468","7637"
"07.04.2018 21:45 - 07.04.2018 22:00","0","0","0","1736","2480","1503","16099","16830","7752"
"07.04.2018 22:00 - 07.04.2018 22:15","0","0","0","1717","2486","1433","16250","17044","7811"
"07.04.2018 22:15 - 07.04.2018 22:30","0","0","0","1698","2486","1344","16317","17090","7834"
"07.04.2018 22:30 - 07.04.2018 22:45","0","0","0","1685","2483","1281","16372","17139","7910"
"07.04.2018 22:45 - 07.04.2018 23:00","0","0","0","1668","2480","1239","16408","17147","7879"
"07.04.2018 23:00 - 07.04.2018 23:15","0","0","0","1645","2461","1216","16421","17128","7840"
"07.04.2018 23:15 - 07.04.2018 23:30","0","0","0","1609","2391","1121","16255","16944","7716"
"07.04.2018 23:30 - 07.04.2018 23:45","0","0","0","1564","2320","1080","16101","16763","7533"
"07.04.2018 23:45 - 08.04.2018 00:00","0","0","0","1524","2252","1034","15925","16593","7394"
"08.04.2018 00:00 - 08.04.2018 00:15","0","0","0","1511","1361","1017","16223","15518","7101"
"08.04.2018 00:15 - 08.04.2018 00:30","0","0","0","1430","1247","904","16009","15203","6975"
"08.04.2018 00:30 - 08.04.2018 00:45","0","0","0","1361","1177","835","15782","14957","6729"
"08.04.2018 00:45 - 08.04.2018 01:00","0","0","0","1283","1072","731","15552","14720","6490"
"08.04.2018 01:00 - 08.04.2018 01:15","0","0","0","1213","1006","662","15283","14475","6281"
"08.04.2018 01:15 - 08.04.2018 01:30","0","0","0","1145","966","623","14989","14217","6079"
"08.04.2018 01:30 - 08.04.2018 01:45","0","0","0","1084","933","589","14678","13885","5862"
"08.04.2018 01:45 - 08.04.2018 02:00","0","0","0","1012","848","499","14455","13709","5782"
"08.04.2018 02:00 - 08.04.2018 02:15","0","0","0","952","818","475","14268","13593","5733"
"08.04.2018 02:15 - 08.04.2018 02:30","0","0","0","916","804","458","14020","13236","5605"
"08.04.2018 02:30 - 08.04.2018 02:45","0","0","0","884","821","473","13762","12860","5417"
"08.04.2018 02:45 - 08.04.2018 03:00","0","0","0","850","756","405","13580","12633","5245"
"08.04.2018 03:00 - 08.04.2018 03:15","0","0","0","821","679","326","13274","12539","5093"
"08.04.2018 03:15 - 08.04.2018 03:30","0","0","0","798","613","257","13161","12255","4932"
"08.04.2018 03:30 - 08.04.2018 03:45","0","0","0","779","547","189","13044","12006","4783"
"08.04.2018 03:45 - 08.04.2018 04:00","0","0","0","759","499","139","12962","11779","4668"
"08.04.2018 04:00 - 08.04.2018 04:15","0","0","0","737","456","93","12852","11506","4561"
"08.04.2018 04:15 - 08.04.2018 04:30","0","0","0","725","419","56","12680","11227","4468"
"08.04.2018 04:30 - 08.04.2018 04:45","0","0","0","706","424","60","12506","10888","4360"
"08.04.2018 04:45 - 08.04.2018 05:00","0","0","0","690","426","61","12333","10678","4151"
"08.04.2018 05:00 - 08.04.2018 05:15","0","0","0","673","428","65","12131","10392","3959"
"08.04.2018 05:15 - 08.04.2018 05:30","0","0","0","667","420","54","11959","10292","3876"
"08.04.2018 05:30 - 08.04.2018 05:45","1","1","0","656","442","74","11805","10293","3844"
"08.04.2018 05:45 - 08.04.2018 06:00","1","1","0","647","441","70","11657","10336","3742"
"08.04.2018 06:00 - 08.04.2018 06:15","13","8","0","641","430","57","11524","10431","3667"
"08.04.2018 06:15 - 08.04.2018 06:30","35","21","0","633","425","46","11396","10442","3612"
"08.04.2018 06:30 - 08.04.2018 06:45","82","49","6","630","420","38","11262","10397","3577"
"08.04.2018 06:45 - 08.04.2018 07:00","226","218","56","619","413","29","11184","10528","3570"
"08.04.2018 07:00 - 08.04.2018 07:15","589","582","212","613","412","26","11106","10524","3553"
"08.04.2018 07:15 - 08.04.2018 07:30","1364","1275","559","618","413","24","11031","10309","3607"
"08.04.2018 07:30 - 08.04.2018 07:45","2432","2288","1141","620","412","27","10946","10266","3703"
"08.04.2018 07:45 - 08.04.2018 08:00","3786","3565","1922","621","416","26","10835","9949","3341"
"08.04.2018 08:00 - 08.04.2018 08:15","5357","5052","2723","630","420","32","10709","9615","3169"
"08.04.2018 08:15 - 08.04.2018 08:30","6987","6618","3598","632","419","25","10308","8788","2880"
"08.04.2018 08:30 - 08.04.2018 08:45","8754","8253","4515","639","422","28","9901","8214","2734"
"08.04.2018 08:45 - 08.04.2018 09:00","10509","9977","5513","644","404","21","9363","7596","2486"
"08.04.2018 09:00 - 08.04.2018 09:15","12288","11721","6571","651","404","12","8753","6948","2196"
"08.04.2018 09:15 - 08.04.2018 09:30","14043","13394","7520","655","400","19","8146","6427","1934"
"08.04.2018 09:30 - 08.04.2018 09:45","15754","15023","8454","659","395","20","7562","5907","1684"
"08.04.2018 09:45 - 08.04.2018 10:00","17345","16618","9201","661","390","29","7030","5353","1399"
"08.04.2018 10:00 - 08.04.2018 10:15","18841","18106","10076","658","386","23","6566","4823","1148"
"08.04.2018 10:15 - 08.04.2018 10:30","20195","19447","10775","643","381","25","6306","4548","954"
"08.04.2018 10:30 - 08.04.2018 10:45","21464","20688","11486","627","379","34","6056","4265","815"
"08.04.2018 10:45 - 08.04.2018 11:00","22623","21804","12135","606","373","43","6056","4228","627"
"08.04.2018 11:00 - 08.04.2018 11:15","23651","22787","12648","582","368","40","6076","4173","482"
"08.04.2018 11:15 - 08.04.2018 11:30","24597","23673","13098","561","358","50","6190","4213","461"
"08.04.2018 11:30 - 08.04.2018 11:45","25454","24444","13507","540","350","43","6291","4251","525"
"08.04.2018 11:45 - 08.04.2018 12:00","26153","25081","13806","518","341","34","6299","4205","503"
"08.04.2018 12:00 - 08.04.2018 12:15","26711","25578","14146","494","334","34","6308","4163","460"
"08.04.2018 12:15 - 08.04.2018 12:30","27131","25943","14495","476","330","36","6284","4177","457"
"08.04.2018 12:30 - 08.04.2018 12:45","27447","26186","14751","458","328","36","6259","4189","463"
"08.04.2018 12:45 - 08.04.2018 13:00","27666","26359","14942","441","323","33","6269","4130","474"
"08.04.2018 13:00 - 08.04.2018 13:15","27740","26430","15033","428","323","29","6277","4064","489"
"08.04.2018 13:15 - 08.04.2018 13:30","27695","26383","15056","416","318","22","6275","4033","488"
"08.04.2018 13:30 - 08.04.2018 13:45","27548","26239","14995","405","313","22","6274","3995","498"
"08.04.2018 13:45 - 08.04.2018 14:00","27352","26016","14919","400","307","20","6178","4000","504"
"08.04.2018 14:00 - 08.04.2018 14:15","27016","25678","14767","390","334","17","6085","3951","506"
"08.04.2018 14:15 - 08.04.2018 14:30","26592","25250","14585","377","326","8","6027","3941","529"
"08.04.2018 14:30 - 08.04.2018 14:45","26069","24726","14293","367","317","19","5961","3930","551"
"08.04.2018 14:45 - 08.04.2018 15:00","25448","24098","13941","353","312","29","5903","3848","572"
"08.04.2018 15:00 - 08.04.2018 15:15","24678","23352","13521","341","307","34","5840","3741","566"
"08.04.2018 15:15 - 08.04.2018 15:30","23791","22489","13029","326","305","63","5788","3695","580"
"08.04.2018 15:30 - 08.04.2018 15:45","22804","21518","12486","315","303","86","5729","3646","599"
"08.04.2018 15:45 - 08.04.2018 16:00","21706","20471","11913","305","303","108","5652","3618","597"
"08.04.2018 16:00 - 08.04.2018 16:15","20468","19302","11260","296","307","139","5584","3589","591"
"08.04.2018 16:15 - 08.04.2018 16:30","19107","18028","10503","295","320","183","5468","3539","574"
"08.04.2018 16:30 - 08.04.2018 16:45","17660","16670","9749","291","331","199","5352","3483","585"
"08.04.2018 16:45 - 08.04.2018 17:00","16136","15240","8885","282","332","227","5254","3395","622"
"08.04.2018 17:00 - 08.04.2018 17:15","14487","13671","7959","279","336","318","5163","3315","676"
"08.04.2018 17:15 - 08.04.2018 17:30","12806","12054","7036","278","341","459","5067","3304","736"
"08.04.2018 17:30 - 08.04.2018 17:45","11063","10399","6108","284","344","477","4975","3285","801"
"08.04.2018 17:45 - 08.04.2018 18:00","9304","8735","5168","285","346","505","4960","3305","859"
"08.04.2018 18:00 - 08.04.2018 18:15","7571","7066","4232","295","352","520","4986","3344","926"
"08.04.2018 18:15 - 08.04.2018 18:30","5844","5494","3313","299","359","609","5086","3415","961"
"08.04.2018 18:30 - 08.04.2018 18:45","4243","4021","2474","315","370","619","5162","3476","1127"
"08.04.2018 18:45 - 08.04.2018 19:00","2895","2739","1698","327","382","626","5231","3563","1239"
"08.04.2018 19:00 - 08.04.2018 19:15","1753","1643","1047","338","390","671","5319","3679","1312"
"08.04.2018 19:15 - 08.04.2018 19:30","957","861","533","359","398","713","5576","3919","1501"
"08.04.2018 19:30 - 08.04.2018 19:45","541","462","248","372","403","709","5843","4160","1735"
"08.04.2018 19:45 - 08.04.2018 20:00","215","154","81","391","410","655","6136","4419","1934"
"08.04.2018 20:00 - 08.04.2018 20:15","63","22","15","408","412","653","6438","4661","2138"
"08.04.2018 20:15 - 08.04.2018 20:30","29","1","0","424","410","602","6776","4811","2326"
"08.04.2018 20:30 - 08.04.2018 20:45","15","1","0","442","412","576","7120","4967","2488"
"08.04.2018 20:45 - 08.04.2018 21:00","0","0","0","458","415","642","7375","4947","2619"
"08.04.2018 21:00 - 08.04.2018 21:15","0","0","0","473","414","636","7585","4895","2776"
"08.04.2018 21:15 - 08.04.2018 21:30","0","0","0","472","404","600","7714","4921","2841"
"08.04.2018 21:30 - 08.04.2018 21:45","0","0","0","472","391","477","7841","4956","2894"
"08.04.2018 21:45 - 08.04.2018 22:00","0","0","0","466","379","450","7940","4965","2942"
"08.04.2018 22:00 - 08.04.2018 22:15","0","0","0","472","372","422","8008","4942","2950"
"08.04.2018 22:15 - 08.04.2018 22:30","0","0","0","479","361","374","7962","4853","2945"
"08.04.2018 22:30 - 08.04.2018 22:45","0","0","0","485","357","341","7912","4755","2894"
"08.04.2018 22:45 - 08.04.2018 23:00","0","0","0","491","349","289","7849","4662","2744"
"08.04.2018 23:00 - 08.04.2018 23:15","0","0","0","500","337","234","7751","4569","2623"
"08.04.2018 23:15 - 08.04.2018 23:30","0","0","0","497","327","224","7573","4453","2575"
"08.04.2018 23:30 - 08.04.2018 23:45","0","0","0","496","315","192","7390","4335","2525"
"08.04.2018 23:45 - 09.04.2018 00:00","0","0","0","492","305","146","7233","4222","2409"
"09.04.2018 00:00 - 09.04.2018 00:15","0","0","0","236","156","70","5920","3806","2274"
"09.04.2018 00:15 - 09.04.2018 00:30","0","0","0","216","128","49","5796","3628","2212"
"09.04.2018 00:30 - 09.04.2018 00:45","0","0","0","195","108","36","5664","3476","2185"
"09.04.2018 00:45 - 09.04.2018 01:00","0","0","0","179","110","45","5481","3349","2154"
"09.04.2018 01:00 - 09.04.2018 01:15","0","0","0","163","96","41","5295","3182","2074"
"09.04.2018 01:15 - 09.04.2018 01:30","0","0","0","150","112","63","5124","3048","2002"
"09.04.2018 01:30 - 09.04.2018 01:45","0","0","0","145","124","80","4935","2931","1920"
"09.04.2018 01:45 - 09.04.2018 02:00","0","0","0","133","142","106","4742","2814","1818"
"09.04.2018 02:00 - 09.04.2018 02:15","0","0","0","134","188","155","4523","2700","1729"
"09.04.2018 02:15 - 09.04.2018 02:30","0","0","0","155","342","311","4385","2674","1657"
"09.04.2018 02:30 - 09.04.2018 02:45","0","0","0","183","461","432","4241","2618","1597"
"09.04.2018 02:45 - 09.04.2018 03:00","0","0","0","206","547","521","4126","2602","1583"
"09.04.2018 03:00 - 09.04.2018 03:15","0","0","0","238","676","652","4020","2599","1572"
"09.04.2018 03:15 - 09.04.2018 03:30","0","0","0","284","763","741","3965","2545","1535"
"09.04.2018 03:30 - 09.04.2018 03:45","0","0","0","330","877","857","3907","2553","1546"
"09.04.2018 03:45 - 09.04.2018 04:00","0","0","0","383","963","946","3842","2542","1546"
"09.04.2018 04:00 - 09.04.2018 04:15","0","0","0","433","1035","1020","3799","2494","1512"
"09.04.2018 04:15 - 09.04.2018 04:30","0","0","0","493","1153","1139","3789","2424","1473"
"09.04.2018 04:30 - 09.04.2018 04:45","0","0","0","551","1229","1217","3778","2435","1494"
"09.04.2018 04:45 - 09.04.2018 05:00","0","0","0","610","1374","1364","3755","2453","1527"
"09.04.2018 05:00 - 09.04.2018 05:15","0","0","0","669","1487","1479","3754","2506","1569"
"09.04.2018 05:15 - 09.04.2018 05:30","0","0","0","743","1530","1523","3810","2503","1614"
"09.04.2018 05:30 - 09.04.2018 05:45","1","1","0","813","1471","1464","3877","2557","1692"
"09.04.2018 05:45 - 09.04.2018 06:00","1","1","0","886","1519","1513","3939","2632","1783"
"09.04.2018 06:00 - 09.04.2018 06:15","16","8","0","957","1485","1479","4007","2748","1925"
"09.04.2018 06:15 - 09.04.2018 06:30","42","22","0","1009","1525","1519","4096","2847","2037"
"09.04.2018 06:30 - 09.04.2018 06:45","99","62","9","1054","1551","1545","4194","3009","2197"
"09.04.2018 06:45 - 09.04.2018 07:00","257","260","65","1103","1544","1538","4269","3144","2315"
"09.04.2018 07:00 - 09.04.2018 07:15","636","637","222","1155","1607","1602","4302","3301","2529"
"09.04.2018 07:15 - 09.04.2018 07:30","1353","1324","575","1185","1438","1432","4322","3419","2688"
"09.04.2018 07:30 - 09.04.2018 07:45","2371","2298","1138","1205","1436","1429","4348","3470","2622"
"09.04.2018 07:45 - 09.04.2018 08:00","3581","3487","1880","1227","1408","1433","4374","3492","2678"
"09.04.2018 08:00 - 09.04.2018 08:15","4958","4857","2552","1238","1381","1273","4368","3491","2717"
"09.04.2018 08:15 - 09.04.2018 08:30","6449","6285","3134","1232","1334","1249","4194","3335","2671"
"09.04.2018 08:30 - 09.04.2018 08:45","8061","7808","3840","1223","1291","1266","4031","3173","2616"
"09.04.2018 08:45 - 09.04.2018 09:00","9669","9392","4574","1213","1247","1327","3861","2986","2521"
"09.04.2018 09:00 - 09.04.2018 09:15","11308","10999","5319","1205","1196","1310","3654","2808","2412"
"09.04.2018 09:15 - 09.04.2018 09:30","12870","12548","6017","1189","1154","1254","3505","2611","2298"
"09.04.2018 09:30 - 09.04.2018 09:45","14378","14053","6736","1173","1120","1287","3358","2412","2249"
"09.04.2018 09:45 - 09.04.2018 10:00","15840","15460","7252","1160","1074","1248","3193","2224","2179"
"09.04.2018 10:00 - 09.04.2018 10:15","17198","16761","7839","1140","1037","1192","3047","2049","2121"
"09.04.2018 10:15 - 09.04.2018 10:30","18363","17935","8453","1091","1024","1194","2948","1915","2078"
"09.04.2018 10:30 - 09.04.2018 10:45","19449","19029","9026","1053","1008","1048","2835","1784","1900"
"09.04.2018 10:45 - 09.04.2018 11:00","20439","19999","9610","1007","996","977","2762","1671","1791"
"09.04.2018 11:00 - 09.04.2018 11:15","21307","20836","10033","970","985","1082","2722","1563","1779"
"09.04.2018 11:15 - 09.04.2018 11:30","22049","21556","10148","960","997","1139","2799","1600","1858"
"09.04.2018 11:30 - 09.04.2018 11:45","22717","22173","10409","949","1007","1234","2875","1644","1878"
"09.04.2018 11:45 - 09.04.2018 12:00","23289","22718","10727","943","1019","1146","2943","1680","1888"
"09.04.2018 12:00 - 09.04.2018 12:15","23731","23138","10948","935","1031","1130","3015","1719","1861"
"09.04.2018 12:15 - 09.04.2018 12:30","24051","23440","11257","923","1029","1146","3074","1776","1769"
"09.04.2018 12:30 - 09.04.2018 12:45","24260","23628","11422","906","1023","1161","3136","1833","1834"
"09.04.2018 12:45 - 09.04.2018 13:00","24385","23730","11452","895","1020","1138","3181","1891","1836"
"09.04.2018 13:00 - 09.04.2018 13:15","24387","23749","11567","886","1017","1137","3232","1952","1868"
"09.04.2018 13:15 - 09.04.2018 13:30","24280","23663","11541","877","1022","1247","3293","2017","1932"
"09.04.2018 13:30 - 09.04.2018 13:45","24086","23488","11471","869","1030","1317","3351","2077","2078"
"09.04.2018 13:45 - 09.04.2018 14:00","23836","23246","11366","865","1038","1366","3391","2144","2171"
"09.04.2018 14:00 - 09.04.2018 14:15","23471","22906","11224","864","1264","1368","3437","2300","2288"
"09.04.2018 14:15 - 09.04.2018 14:30","23002","22418","11065","905","1272","1440","3503","2422","2434"
"09.04.2018 14:30 - 09.04.2018 14:45","22452","21853","10776","944","1280","1502","3568","2549","2529"
"09.04.2018 14:45 - 09.04.2018 15:00","21839","21194","10432","981","1286","1497","3630","2671","2588"
"09.04.2018 15:00 - 09.04.2018 15:15","21111","20447","10066","1033","1307","1489","3700","2766","2620"
"09.04.2018 15:15 - 09.04.2018 15:30","20223","19620","9637","1101","1327","1470","3804","2894","2616"
"09.04.2018 15:30 - 09.04.2018 15:45","19254","18698","9207","1173","1347","1470","3906","3019","2574"
"09.04.2018 15:45 - 09.04.2018 16:00","18226","17707","8729","1239","1372","1462","4014","3140","2569"
"09.04.2018 16:00 - 09.04.2018 16:15","17097","16642","8226","1313","1395","1410","4121","3270","2597"
"09.04.2018 16:15 - 09.04.2018 16:30","15895","15494","7638","1401","1451","1322","4210","3360","2558"
"09.04.2018 16:30 - 09.04.2018 16:45","14601","14247","6971","1483","1497","1310","4292","3450","2477"
"09.04.2018 16:45 - 09.04.2018 17:00","13231","12943","6250","1567","1549","1316","4398","3559","2534"
"09.04.2018 17:00 - 09.04.2018 17:15","11795","11562","5569","1661","1605","1389","4530","3697","2643"
"09.04.2018 17:15 - 09.04.2018 17:30","10340","10120","4914","1764","1706","1438","4791","4006","2809"
"09.04.2018 17:30 - 09.04.2018 17:45","8849","8658","4172","1879","1803","1554","5048","4310","2970"
"09.04.2018 17:45 - 09.04.2018 18:00","7300","7214","3463","1990","1903","1640","5332","4625","3097"
"09.04.2018 18:00 - 09.04.2018 18:15","5837","5790","2811","2094","2006","1762","5658","4974","3268"
"09.04.2018 18:15 - 09.04.2018 18:30","4507","4481","2186","2213","2131","1779","6060","5360","3433"
"09.04.2018 18:30 - 09.04.2018 18:45","3283","3270","1616","2326","2254","1886","6454","5739","3616"
"09.04.2018 18:45 - 09.04.2018 19:00","2314","2229","1141","2432","2380","2062","6886","6160","3885"
"09.04.2018 19:00 - 09.04.2018 19:15","1427","1315","710","2542","2499","2201","7349","6633","4188"
"09.04.2018 19:15 - 09.04.2018 19:30","838","745","371","2638","2606","2266","7917","7194","4534"
"09.04.2018 19:30 - 09.04.2018 19:45","467","391","181","2731","2707","2424","8510","7755","4859"
"09.04.2018 19:45 - 09.04.2018 20:00","191","137","67","2834","2814","2626","9161","8358","5270"
"09.04.2018 20:00 - 09.04.2018 20:15","54","19","14","2940","2915","2833","9777","8941","5613"
"09.04.2018 20:15 - 09.04.2018 20:30","25","1","0","3027","2994","2919","10347","9411","5709"
"09.04.2018 20:30 - 09.04.2018 20:45","13","1","0","3104","3073","2956","10912","9893","5811"
"09.04.2018 20:45 - 09.04.2018 21:00","0","0","0","3187","3151","3059","11352","10459","6104"
"09.04.2018 21:00 - 09.04.2018 21:15","0","0","0","3255","3230","3219","11860","11025","6362"
"09.04.2018 21:15 - 09.04.2018 21:30","0","0","0","3304","3290","3231","12240","11382","6664"
"09.04.2018 21:30 - 09.04.2018 21:45","0","0","0","3351","3365","3346","12656","11733","6951"
"09.04.2018 21:45 - 09.04.2018 22:00","0","0","0","3395","3424","3518","12916","12075","7137"
"09.04.2018 22:00 - 09.04.2018 22:15","0","0","0","3450","3492","3708","13094","12353","7219"
"09.04.2018 22:15 - 09.04.2018 22:30","0","0","0","3490","3543","3816","13297","12637","7422"
"09.04.2018 22:30 - 09.04.2018 22:45","0","0","0","3533","3595","3901","13496","12912","7463"
"09.04.2018 22:45 - 09.04.2018 23:00","0","0","0","3577","3644","3969","13768","13161","7581"
"09.04.2018 23:00 - 09.04.2018 23:15","0","0","0","3617","3701","4007","14060","13390","7849"
"09.04.2018 23:15 - 09.04.2018 23:30","0","0","0","3649","3752","4119","14203","13391","7885"
"09.04.2018 23:30 - 09.04.2018 23:45","0","0","0","3683","3807","4116","14352","13384","7961"
"09.04.2018 23:45 - 10.04.2018 00:00","0","0","0","3719","3856","4126","14417","13370","8065"
"10.04.2018 00:00 - 10.04.2018 00:15","0","0","0","3999","4176","4125","14526","13153","8123"
"10.04.2018 00:15 - 10.04.2018 00:30","0","0","0","4039","4197","4141","14449","13036","8072"
"10.04.2018 00:30 - 10.04.2018 00:45","0","0","0","4078","4181","4121","14368","13107","8126"
"10.04.2018 00:45 - 10.04.2018 01:00","0","0","0","4116","4226","4161","14313","13107","8128"
"10.04.2018 01:00 - 10.04.2018 01:15","0","0","0","4149","4269","4194","14237","13185","8212"
"10.04.2018 01:15 - 10.04.2018 01:30","0","0","0","4167","4309","4230","14134","12905","8055"
"10.04.2018 01:30 - 10.04.2018 01:45","0","0","0","4187","4333","4250","14010","12774","8020"
"10.04.2018 01:45 - 10.04.2018 02:00","0","0","0","4205","4354","4260","13894","12796","8164"
"10.04.2018 02:00 - 10.04.2018 02:15","0","0","0","4225","4374","4261","13777","12562","8024"
"10.04.2018 02:15 - 10.04.2018 02:30","0","0","0","4240","4382","4257","13681","12485","8027"
"10.04.2018 02:30 - 10.04.2018 02:45","0","0","0","4256","4399","4262","13590","12341","7951"
"10.04.2018 02:45 - 10.04.2018 03:00","0","0","0","4275","4405","4256","13540","12172","7969"
"10.04.2018 03:00 - 10.04.2018 03:15","0","0","0","4286","4418","4257","13346","12282","8076"
"10.04.2018 03:15 - 10.04.2018 03:30","0","0","0","4302","4420","4247","13264","12123","7937"
"10.04.2018 03:30 - 10.04.2018 03:45","0","0","0","4314","4436","4252","13179","11955","7728"
"10.04.2018 03:45 - 10.04.2018 04:00","0","0","0","4328","4450","4254","13098","11980","7723"
"10.04.2018 04:00 - 10.04.2018 04:15","0","0","0","4343","4466","4258","12995","11809","7599"
"10.04.2018 04:15 - 10.04.2018 04:30","0","0","0","4361","4479","4244","12886","11749","7509"
"10.04.2018 04:30 - 10.04.2018 04:45","0","0","0","4374","4512","4248","12779","11554","7366"
"10.04.2018 04:45 - 10.04.2018 05:00","0","0","0","4392","4549","4254","12655","11581","7401"
"10.04.2018 05:00 - 10.04.2018 05:15","0","0","0","4408","4593","4261","12531","11496","7250"
"10.04.2018 05:15 - 10.04.2018 05:30","0","0","0","4436","4596","4253","12447","11521","7165"
"10.04.2018 05:30 - 10.04.2018 05:45","0","1","0","4464","4619","4253","12368","11548","7103"
"10.04.2018 05:45 - 10.04.2018 06:00","1","1","0","4494","4642","4252","12300","11449","6925"
"10.04.2018 06:00 - 10.04.2018 06:15","15","8","0","4529","4659","4245","12299","11427","6874"
"10.04.2018 06:15 - 10.04.2018 06:30","43","22","0","4568","4680","4248","12238","11231","6776"
"10.04.2018 06:30 - 10.04.2018 06:45","102","69","10","4608","4694","4246","12182","11159","6679"
"10.04.2018 06:45 - 10.04.2018 07:00","252","258","62","4643","4602","4139","12119","11225","6710"
"10.04.2018 07:00 - 10.04.2018 07:15","575","591","181","4679","4594","4115","12027","11139","6622"
"10.04.2018 07:15 - 10.04.2018 07:30","1203","1165","452","4699","4393","3900","11846","11086","6583"
"10.04.2018 07:30 - 10.04.2018 07:45","2011","1963","913","4717","4314","3807","11661","10987","6491"
"10.04.2018 07:45 - 10.04.2018 08:00","2971","2945","1504","4735","4332","3806","11465","10785","6375"
"10.04.2018 08:00 - 10.04.2018 08:15","4058","4073","2067","4206","4349","3783","11407","10552","6213"
"10.04.2018 08:15 - 10.04.2018 08:30","5245","5261","2691","4207","4349","3690","11028","10103","5786"
"10.04.2018 08:30 - 10.04.2018 08:45","6553","6497","3334","4209","4345","3605","10652","9689","5531"
"10.04.2018 08:45 - 10.04.2018 09:00","7836","7762","4061","4209","4349","3535","10274","9195","5347"
"10.04.2018 09:00 - 10.04.2018 09:15","9148","9050","4877","4212","4348","3486","9908","8882","5143"
"10.04.2018 09:15 - 10.04.2018 09:30","10376","10288","5613","4212","4344","3463","9650","8682","4996"
"10.04.2018 09:30 - 10.04.2018 09:45","11577","11482","6342","4212","4342","3500","9397","8491","4790"
"10.04.2018 09:45 - 10.04.2018 10:00","12726","12604","7091","4212","4337","3557","9225","8314","4672"
"10.04.2018 10:00 - 10.04.2018 10:15","13781","13625","7627","4212","4333","3626","9080","8157","4592"
"10.04.2018 10:15 - 10.04.2018 10:30","14710","14575","8170","4208","4327","3695","9171","8202","4493"
"10.04.2018 10:30 - 10.04.2018 10:45","15582","15471","8707","4203","4324","3746","9261","8250","4313"
"10.04.2018 10:45 - 10.04.2018 11:00","16383","16295","9147","4196","4318","3909","9341","8366","4233"
"10.04.2018 11:00 - 10.04.2018 11:15","17104","17022","9611","4192","4314","3912","9445","8486","4287"
"10.04.2018 11:15 - 10.04.2018 11:30","17672","17647","10016","4184","4312","3975","9674","8756","4335"
"10.04.2018 11:30 - 10.04.2018 11:45","18173","18177","10304","4176","4310","3976","9907","9031","4583"
"10.04.2018 11:45 - 10.04.2018 12:00","18582","18621","10585","4168","4308","3944","10165","9276","4655"
"10.04.2018 12:00 - 10.04.2018 12:15","18889","18959","10900","4165","4305","3926","10439","9545","4775"
"10.04.2018 12:15 - 10.04.2018 12:30","19113","19205","11183","4159","4312","3919","10641","9749","4911"
"10.04.2018 12:30 - 10.04.2018 12:45","19259","19354","11317","4149","4317","3937","10837","9951","5116"
"10.04.2018 12:45 - 10.04.2018 13:00","19303","19408","11324","4144","4324","3939","11012","10152","4839"
"10.04.2018 13:00 - 10.04.2018 13:15","19228","19374","11214","4141","4330","3944","11183","10366","5009"
"10.04.2018 13:15 - 10.04.2018 13:30","19037","19230","11124","4146","4338","3930","11373","10588","5268"
"10.04.2018 13:30 - 10.04.2018 13:45","18762","19000","10860","4154","4345","3954","11560","10812","5422"
"10.04.2018 13:45 - 10.04.2018 14:00","18436","18705","10506","4161","4356","3927","11809","11120","5643"
"10.04.2018 14:00 - 10.04.2018 14:15","18027","18329","10217","4171","4764","3805","12073","10802","5884"
"10.04.2018 14:15 - 10.04.2018 14:30","17527","17883","9962","4170","4771","3626","12366","11121","6258"
"10.04.2018 14:30 - 10.04.2018 14:45","16977","17365","9595","4170","4778","3599","12658","11444","6484"
"10.04.2018 14:45 - 10.04.2018 15:00","16380","16772","9264","4168","4785","3359","12980","11789","6733"
"10.04.2018 15:00 - 10.04.2018 15:15","15719","16115","8893","4163","4790","3259","13322","12103","6907"
"10.04.2018 15:15 - 10.04.2018 15:30","15010","15405","8480","4171","4795","3342","13669","12561","7151"
"10.04.2018 15:30 - 10.04.2018 15:45","14255","14642","8169","4175","4800","3350","14047","13024","7054"
"10.04.2018 15:45 - 10.04.2018 16:00","13458","13818","7699","4188","4803","3314","14378","13448","7241"
"10.04.2018 16:00 - 10.04.2018 16:15","12586","12939","7346","4196","4802","3318","14740","13873","7429"
"10.04.2018 16:15 - 10.04.2018 16:30","11641","11995","6732","4207","4809","3192","15018","14201","7666"
"10.04.2018 16:30 - 10.04.2018 16:45","10643","10972","6168","4213","4815","3149","15293","14532","7798"
"10.04.2018 16:45 - 10.04.2018 17:00","9624","9935","5601","4226","4820","3077","15484","14783","7923"
