"MTU","Scheduled Generation [MW] (D) - Germany (DE)","Scheduled Consumption [MW] (D) - Germany (DE)"
"28.05.2018 08:00 - 28.05.2018 09:00 (CET/CEST)","60581",""
"28.05.2018 09:00 - 28.05.2018 10:00 (CET/CEST)","64333",""
"28.05.2018 10:00 - 28.05.2018 11:00 (CET/CEST)","66513",""
"28.05.2018 11:00 - 28.05.2018 12:00 (CET/CEST)","69366",""
"28.05.2018 12:00 - 28.05.2018 13:00 (CET/CEST)","70911",""
"28.05.2018 13:00 - 28.05.2018 14:00 (CET/CEST)","70686",""
"28.05.2018 14:00 - 28.05.2018 15:00 (CET/CEST)","68586",""
"28.05.2018 15:00 - 28.05.2018 16:00 (CET/CEST)","66071",""
"28.05.2018 16:00 - 28.05.2018 17:00 (CET/CEST)","62469",""
"28.05.2018 17:00 - 28.05.2018 18:00 (CET/CEST)","59386",""
"28.05.2018 18:00 - 28.05.2018 19:00 (CET/CEST)","58178",""
"28.05.2018 19:00 - 28.05.2018 20:00 (CET/CEST)","56295",""
"28.05.2018 20:00 - 28.05.2018 21:00 (CET/CEST)","55184",""
"28.05.2018 21:00 - 28.05.2018 22:00 (CET/CEST)","53807",""
"28.05.2018 22:00 - 28.05.2018 23:00 (CET/CEST)","52521",""
"28.05.2018 23:00 - 29.05.2018 00:00 (CET/CEST)","50671",""
"29.05.2018 00:00 - 29.05.2018 01:00 (CET/CEST)","47708",""
"29.05.2018 01:00 - 29.05.2018 02:00 (CET/CEST)","45011",""
"29.05.2018 02:00 - 29.05.2018 03:00 (CET/CEST)","44475",""
"29.05.2018 03:00 - 29.05.2018 04:00 (CET/CEST)","43796",""
"29.05.2018 04:00 - 29.05.2018 05:00 (CET/CEST)","43200",""
"29.05.2018 05:00 - 29.05.2018 06:00 (CET/CEST)","46532",""
"29.05.2018 06:00 - 29.05.2018 07:00 (CET/CEST)","51828",""
"29.05.2018 07:00 - 29.05.2018 08:00 (CET/CEST)","59231",""
"29.05.2018 08:00 - 29.05.2018 09:00 (CET/CEST)","64732",""
"29.05.2018 09:00 - 29.05.2018 10:00 (CET/CEST)","67406",""
"29.05.2018 10:00 - 29.05.2018 11:00 (CET/CEST)","70059",""
"29.05.2018 11:00 - 29.05.2018 12:00 (CET/CEST)","73412",""
"29.05.2018 12:00 - 29.05.2018 13:00 (CET/CEST)","74555",""
"29.05.2018 13:00 - 29.05.2018 14:00 (CET/CEST)","73645",""
"29.05.2018 14:00 - 29.05.2018 15:00 (CET/CEST)","71468",""
"29.05.2018 15:00 - 29.05.2018 16:00 (CET/CEST)","70041",""
"29.05.2018 16:00 - 29.05.2018 17:00 (CET/CEST)","67014",""
"29.05.2018 17:00 - 29.05.2018 18:00 (CET/CEST)","63924",""
"29.05.2018 18:00 - 29.05.2018 19:00 (CET/CEST)","61511",""
"29.05.2018 19:00 - 29.05.2018 20:00 (CET/CEST)","61227",""
"29.05.2018 20:00 - 29.05.2018 21:00 (CET/CEST)","57529",""
"29.05.2018 21:00 - 29.05.2018 22:00 (CET/CEST)","56379",""
"29.05.2018 22:00 - 29.05.2018 23:00 (CET/CEST)","55195",""
"29.05.2018 23:00 - 30.05.2018 00:00 (CET/CEST)","52313",""
"30.05.2018 00:00 - 30.05.2018 01:00 (CET/CEST)","49135",""
"30.05.2018 01:00 - 30.05.2018 02:00 (CET/CEST)","47577",""
"30.05.2018 02:00 - 30.05.2018 03:00 (CET/CEST)","46276",""
"30.05.2018 03:00 - 30.05.2018 04:00 (CET/CEST)","45141",""
"30.05.2018 04:00 - 30.05.2018 05:00 (CET/CEST)","44660",""
"30.05.2018 05:00 - 30.05.2018 06:00 (CET/CEST)","46835",""
"30.05.2018 06:00 - 30.05.2018 07:00 (CET/CEST)","51314",""
"30.05.2018 07:00 - 30.05.2018 08:00 (CET/CEST)","57805",""
"30.05.2018 08:00 - 30.05.2018 09:00 (CET/CEST)","62826",""
"30.05.2018 09:00 - 30.05.2018 10:00 (CET/CEST)","65558",""
"30.05.2018 10:00 - 30.05.2018 11:00 (CET/CEST)","68030",""
"30.05.2018 11:00 - 30.05.2018 12:00 (CET/CEST)","70651",""
"30.05.2018 12:00 - 30.05.2018 13:00 (CET/CEST)","71507",""
"30.05.2018 13:00 - 30.05.2018 14:00 (CET/CEST)","70116",""
"30.05.2018 14:00 - 30.05.2018 15:00 (CET/CEST)","68140",""
"30.05.2018 15:00 - 30.05.2018 16:00 (CET/CEST)","65611",""
"30.05.2018 16:00 - 30.05.2018 17:00 (CET/CEST)","62255",""
"30.05.2018 17:00 - 30.05.2018 18:00 (CET/CEST)","58898",""
"30.05.2018 18:00 - 30.05.2018 19:00 (CET/CEST)","57491",""
"30.05.2018 19:00 - 30.05.2018 20:00 (CET/CEST)","55432",""
"30.05.2018 20:00 - 30.05.2018 21:00 (CET/CEST)","52729",""
"30.05.2018 21:00 - 30.05.2018 22:00 (CET/CEST)","50867",""
"30.05.2018 22:00 - 30.05.2018 23:00 (CET/CEST)","49280",""
"30.05.2018 23:00 - 31.05.2018 00:00 (CET/CEST)","46482",""
"31.05.2018 00:00 - 31.05.2018 01:00 (CET/CEST)","41490",""
"31.05.2018 01:00 - 31.05.2018 02:00 (CET/CEST)","39374",""
"31.05.2018 02:00 - 31.05.2018 03:00 (CET/CEST)","38229",""
"31.05.2018 03:00 - 31.05.2018 04:00 (CET/CEST)","37502",""
"31.05.2018 04:00 - 31.05.2018 05:00 (CET/CEST)","37409",""
"31.05.2018 05:00 - 31.05.2018 06:00 (CET/CEST)","38854",""
"31.05.2018 06:00 - 31.05.2018 07:00 (CET/CEST)","42630",""
"31.05.2018 07:00 - 31.05.2018 08:00 (CET/CEST)","46602",""
"31.05.2018 08:00 - 31.05.2018 09:00 (CET/CEST)","51371",""
"31.05.2018 09:00 - 31.05.2018 10:00 (CET/CEST)","56047",""
"31.05.2018 10:00 - 31.05.2018 11:00 (CET/CEST)","59478",""
"31.05.2018 11:00 - 31.05.2018 12:00 (CET/CEST)","61885",""
"31.05.2018 12:00 - 31.05.2018 13:00 (CET/CEST)","62030",""
"31.05.2018 13:00 - 31.05.2018 14:00 (CET/CEST)","60924",""
"31.05.2018 14:00 - 31.05.2018 15:00 (CET/CEST)","59485",""
"31.05.2018 15:00 - 31.05.2018 16:00 (CET/CEST)","57252",""
"31.05.2018 16:00 - 31.05.2018 17:00 (CET/CEST)","54576",""
"31.05.2018 17:00 - 31.05.2018 18:00 (CET/CEST)","52669",""
"31.05.2018 18:00 - 31.05.2018 19:00 (CET/CEST)","50864",""
"31.05.2018 19:00 - 31.05.2018 20:00 (CET/CEST)","50101",""
"31.05.2018 20:00 - 31.05.2018 21:00 (CET/CEST)","48750",""
"31.05.2018 21:00 - 31.05.2018 22:00 (CET/CEST)","47862",""
"31.05.2018 22:00 - 31.05.2018 23:00 (CET/CEST)","46535",""
"31.05.2018 23:00 - 01.06.2018 00:00 (CET/CEST)","44749",""
"01.06.2018 00:00 - 01.06.2018 01:00 (CET/CEST)","42930",""
"01.06.2018 01:00 - 01.06.2018 02:00 (CET/CEST)","39961",""
"01.06.2018 02:00 - 01.06.2018 03:00 (CET/CEST)","38897",""
"01.06.2018 03:00 - 01.06.2018 04:00 (CET/CEST)","38026",""
"01.06.2018 04:00 - 01.06.2018 05:00 (CET/CEST)","38226",""
"01.06.2018 05:00 - 01.06.2018 06:00 (CET/CEST)","40044",""
"01.06.2018 06:00 - 01.06.2018 07:00 (CET/CEST)","44656",""
"01.06.2018 07:00 - 01.06.2018 08:00 (CET/CEST)","51880",""
"01.06.2018 08:00 - 01.06.2018 09:00 (CET/CEST)","58003",""
"01.06.2018 09:00 - 01.06.2018 10:00 (CET/CEST)","60187",""
"01.06.2018 10:00 - 01.06.2018 11:00 (CET/CEST)","61642",""
"01.06.2018 11:00 - 01.06.2018 12:00 (CET/CEST)","62816",""
"01.06.2018 12:00 - 01.06.2018 13:00 (CET/CEST)","63030",""
"01.06.2018 13:00 - 01.06.2018 14:00 (CET/CEST)","62480",""
"01.06.2018 14:00 - 01.06.2018 15:00 (CET/CEST)","60912",""
"01.06.2018 15:00 - 01.06.2018 16:00 (CET/CEST)","59309",""
"01.06.2018 16:00 - 01.06.2018 17:00 (CET/CEST)","56679",""
"01.06.2018 17:00 - 01.06.2018 18:00 (CET/CEST)","55095",""
"01.06.2018 18:00 - 01.06.2018 19:00 (CET/CEST)","53717",""
"01.06.2018 19:00 - 01.06.2018 20:00 (CET/CEST)","52082",""
"01.06.2018 20:00 - 01.06.2018 21:00 (CET/CEST)","50218",""
"01.06.2018 21:00 - 01.06.2018 22:00 (CET/CEST)","48046",""
"01.06.2018 22:00 - 01.06.2018 23:00 (CET/CEST)","46878",""
"01.06.2018 23:00 - 02.06.2018 00:00 (CET/CEST)","44402",""
"02.06.2018 00:00 - 02.06.2018 01:00 (CET/CEST)","41705",""
"02.06.2018 01:00 - 02.06.2018 02:00 (CET/CEST)","40129",""
"02.06.2018 02:00 - 02.06.2018 03:00 (CET/CEST)","38890",""
"02.06.2018 03:00 - 02.06.2018 04:00 (CET/CEST)","38392",""
"02.06.2018 04:00 - 02.06.2018 05:00 (CET/CEST)","38249",""
"02.06.2018 05:00 - 02.06.2018 06:00 (CET/CEST)","37726",""
"02.06.2018 06:00 - 02.06.2018 07:00 (CET/CEST)","39746",""
"02.06.2018 07:00 - 02.06.2018 08:00 (CET/CEST)","43500",""
"02.06.2018 08:00 - 02.06.2018 09:00 (CET/CEST)","47629",""
"02.06.2018 09:00 - 02.06.2018 10:00 (CET/CEST)","51211",""
"02.06.2018 10:00 - 02.06.2018 11:00 (CET/CEST)","53907",""
"02.06.2018 11:00 - 02.06.2018 12:00 (CET/CEST)","55382",""
"02.06.2018 12:00 - 02.06.2018 13:00 (CET/CEST)","56352",""
"02.06.2018 13:00 - 02.06.2018 14:00 (CET/CEST)","55428",""
"02.06.2018 14:00 - 02.06.2018 15:00 (CET/CEST)","53372",""
"02.06.2018 15:00 - 02.06.2018 16:00 (CET/CEST)","52203",""
"02.06.2018 16:00 - 02.06.2018 17:00 (CET/CEST)","50406",""
"02.06.2018 17:00 - 02.06.2018 18:00 (CET/CEST)","48990",""
"02.06.2018 18:00 - 02.06.2018 19:00 (CET/CEST)","47143",""
"02.06.2018 19:00 - 02.06.2018 20:00 (CET/CEST)","44975",""
"02.06.2018 20:00 - 02.06.2018 21:00 (CET/CEST)","43327",""
"02.06.2018 21:00 - 02.06.2018 22:00 (CET/CEST)","41347",""
"02.06.2018 22:00 - 02.06.2018 23:00 (CET/CEST)","39924",""
"02.06.2018 23:00 - 03.06.2018 00:00 (CET/CEST)","36846",""
"03.06.2018 00:00 - 03.06.2018 01:00 (CET/CEST)","34672",""
"03.06.2018 01:00 - 03.06.2018 02:00 (CET/CEST)","33226",""
"03.06.2018 02:00 - 03.06.2018 03:00 (CET/CEST)","32808",""
"03.06.2018 03:00 - 03.06.2018 04:00 (CET/CEST)","32451",""
"03.06.2018 04:00 - 03.06.2018 05:00 (CET/CEST)","31917",""
"03.06.2018 05:00 - 03.06.2018 06:00 (CET/CEST)","31279",""
"03.06.2018 06:00 - 03.06.2018 07:00 (CET/CEST)","32730",""
"03.06.2018 07:00 - 03.06.2018 08:00 (CET/CEST)","36264",""
"03.06.2018 08:00 - 03.06.2018 09:00 (CET/CEST)","41256",""
"03.06.2018 09:00 - 03.06.2018 10:00 (CET/CEST)","46064",""
"03.06.2018 10:00 - 03.06.2018 11:00 (CET/CEST)","49771",""
"03.06.2018 11:00 - 03.06.2018 12:00 (CET/CEST)","52226",""
"03.06.2018 12:00 - 03.06.2018 13:00 (CET/CEST)","52890",""
"03.06.2018 13:00 - 03.06.2018 14:00 (CET/CEST)","51487",""
"03.06.2018 14:00 - 03.06.2018 15:00 (CET/CEST)","49184",""
"03.06.2018 15:00 - 03.06.2018 16:00 (CET/CEST)","48534",""
"03.06.2018 16:00 - 03.06.2018 17:00 (CET/CEST)","47907",""
"03.06.2018 17:00 - 03.06.2018 18:00 (CET/CEST)","46760",""
"03.06.2018 18:00 - 03.06.2018 19:00 (CET/CEST)","44192",""
"03.06.2018 19:00 - 03.06.2018 20:00 (CET/CEST)","41776",""
"03.06.2018 20:00 - 03.06.2018 21:00 (CET/CEST)","40088",""
"03.06.2018 21:00 - 03.06.2018 22:00 (CET/CEST)","39048",""
"03.06.2018 22:00 - 03.06.2018 23:00 (CET/CEST)","39098",""
"03.06.2018 23:00 - 04.06.2018 00:00 (CET/CEST)","38418",""
"04.06.2018 00:00 - 04.06.2018 01:00 (CET/CEST)","36944",""
"04.06.2018 01:00 - 04.06.2018 02:00 (CET/CEST)","35786",""
"04.06.2018 02:00 - 04.06.2018 03:00 (CET/CEST)","35678",""
"04.06.2018 03:00 - 04.06.2018 04:00 (CET/CEST)","35397",""
"04.06.2018 04:00 - 04.06.2018 05:00 (CET/CEST)","35765",""
"04.06.2018 05:00 - 04.06.2018 06:00 (CET/CEST)","39516",""
"04.06.2018 06:00 - 04.06.2018 07:00 (CET/CEST)","46629",""
"04.06.2018 07:00 - 04.06.2018 08:00 (CET/CEST)","55313",""
"04.06.2018 08:00 - 04.06.2018 09:00 (CET/CEST)","60966",""
"04.06.2018 09:00 - 04.06.2018 10:00 (CET/CEST)","64550",""
"04.06.2018 10:00 - 04.06.2018 11:00 (CET/CEST)","67414",""
"04.06.2018 11:00 - 04.06.2018 12:00 (CET/CEST)","70312",""
"04.06.2018 12:00 - 04.06.2018 13:00 (CET/CEST)","71486",""
"04.06.2018 13:00 - 04.06.2018 14:00 (CET/CEST)","71586",""
"04.06.2018 14:00 - 04.06.2018 15:00 (CET/CEST)","70075",""
"04.06.2018 15:00 - 04.06.2018 16:00 (CET/CEST)","68250",""
"04.06.2018 16:00 - 04.06.2018 17:00 (CET/CEST)","65553",""
"04.06.2018 17:00 - 04.06.2018 18:00 (CET/CEST)","62241",""
"04.06.2018 18:00 - 04.06.2018 19:00 (CET/CEST)","58922",""
"04.06.2018 19:00 - 04.06.2018 20:00 (CET/CEST)","56471",""
"04.06.2018 20:00 - 04.06.2018 21:00 (CET/CEST)","53927",""
"04.06.2018 21:00 - 04.06.2018 22:00 (CET/CEST)","51391",""
"04.06.2018 22:00 - 04.06.2018 23:00 (CET/CEST)","50227",""
"04.06.2018 23:00 - 05.06.2018 00:00 (CET/CEST)","47475",""
"05.06.2018 00:00 - 05.06.2018 01:00 (CET/CEST)","46126",""
"05.06.2018 01:00 - 05.06.2018 02:00 (CET/CEST)","43184",""
"05.06.2018 02:00 - 05.06.2018 03:00 (CET/CEST)","41283",""
"05.06.2018 03:00 - 05.06.2018 04:00 (CET/CEST)","40054",""
"05.06.2018 04:00 - 05.06.2018 05:00 (CET/CEST)","39735",""
"05.06.2018 05:00 - 05.06.2018 06:00 (CET/CEST)","41790",""
"05.06.2018 06:00 - 05.06.2018 07:00 (CET/CEST)","47825",""
"05.06.2018 07:00 - 05.06.2018 08:00 (CET/CEST)","55101",""
"05.06.2018 08:00 - 05.06.2018 09:00 (CET/CEST)","60351",""
"05.06.2018 09:00 - 05.06.2018 10:00 (CET/CEST)","64223",""
"05.06.2018 10:00 - 05.06.2018 11:00 (CET/CEST)","66313",""
"05.06.2018 11:00 - 05.06.2018 12:00 (CET/CEST)","68186",""
"05.06.2018 12:00 - 05.06.2018 13:00 (CET/CEST)","70133",""
"05.06.2018 13:00 - 05.06.2018 14:00 (CET/CEST)","70695",""
"05.06.2018 14:00 - 05.06.2018 15:00 (CET/CEST)","69733",""
"05.06.2018 15:00 - 05.06.2018 16:00 (CET/CEST)","68153",""
"05.06.2018 16:00 - 05.06.2018 17:00 (CET/CEST)","65165",""
"05.06.2018 17:00 - 05.06.2018 18:00 (CET/CEST)","61090",""
"05.06.2018 18:00 - 05.06.2018 19:00 (CET/CEST)","58928",""
"05.06.2018 19:00 - 05.06.2018 20:00 (CET/CEST)","55888",""
"05.06.2018 20:00 - 05.06.2018 21:00 (CET/CEST)","54424",""
"05.06.2018 21:00 - 05.06.2018 22:00 (CET/CEST)","52579",""
"05.06.2018 22:00 - 05.06.2018 23:00 (CET/CEST)","51948",""
"05.06.2018 23:00 - 06.06.2018 00:00 (CET/CEST)","50389",""
"06.06.2018 00:00 - 06.06.2018 01:00 (CET/CEST)","45991",""
"06.06.2018 01:00 - 06.06.2018 02:00 (CET/CEST)","43044",""
"06.06.2018 02:00 - 06.06.2018 03:00 (CET/CEST)","42636",""
"06.06.2018 03:00 - 06.06.2018 04:00 (CET/CEST)","42315",""
"06.06.2018 04:00 - 06.06.2018 05:00 (CET/CEST)","41697",""
"06.06.2018 05:00 - 06.06.2018 06:00 (CET/CEST)","44098",""
"06.06.2018 06:00 - 06.06.2018 07:00 (CET/CEST)","51012",""
"06.06.2018 07:00 - 06.06.2018 08:00 (CET/CEST)","57896",""
"06.06.2018 08:00 - 06.06.2018 09:00 (CET/CEST)","64345",""
"06.06.2018 09:00 - 06.06.2018 10:00 (CET/CEST)","67514",""
"06.06.2018 10:00 - 06.06.2018 11:00 (CET/CEST)","71171",""
"06.06.2018 11:00 - 06.06.2018 12:00 (CET/CEST)","74175",""
"06.06.2018 12:00 - 06.06.2018 13:00 (CET/CEST)","75662",""
"06.06.2018 13:00 - 06.06.2018 14:00 (CET/CEST)","75211",""
"06.06.2018 14:00 - 06.06.2018 15:00 (CET/CEST)","73100",""
"06.06.2018 15:00 - 06.06.2018 16:00 (CET/CEST)","70416",""
"06.06.2018 16:00 - 06.06.2018 17:00 (CET/CEST)","66756",""
"06.06.2018 17:00 - 06.06.2018 18:00 (CET/CEST)","62855",""
"06.06.2018 18:00 - 06.06.2018 19:00 (CET/CEST)","59668",""
"06.06.2018 19:00 - 06.06.2018 20:00 (CET/CEST)","58204",""
"06.06.2018 20:00 - 06.06.2018 21:00 (CET/CEST)","55641",""
"06.06.2018 21:00 - 06.06.2018 22:00 (CET/CEST)","56056",""
"06.06.2018 22:00 - 06.06.2018 23:00 (CET/CEST)","57110",""
"06.06.2018 23:00 - 07.06.2018 00:00 (CET/CEST)","53940",""
"07.06.2018 00:00 - 07.06.2018 01:00 (CET/CEST)","51302",""
"07.06.2018 01:00 - 07.06.2018 02:00 (CET/CEST)","49462",""
"07.06.2018 02:00 - 07.06.2018 03:00 (CET/CEST)","48222",""
"07.06.2018 03:00 - 07.06.2018 04:00 (CET/CEST)","47219",""
"07.06.2018 04:00 - 07.06.2018 05:00 (CET/CEST)","46784",""
"07.06.2018 05:00 - 07.06.2018 06:00 (CET/CEST)","49058",""
"07.06.2018 06:00 - 07.06.2018 07:00 (CET/CEST)","54911",""
"07.06.2018 07:00 - 07.06.2018 08:00 (CET/CEST)","59404",""
"07.06.2018 08:00 - 07.06.2018 09:00 (CET/CEST)","65633",""
"07.06.2018 09:00 - 07.06.2018 10:00 (CET/CEST)","68214",""
"07.06.2018 10:00 - 07.06.2018 11:00 (CET/CEST)","71531",""
"07.06.2018 11:00 - 07.06.2018 12:00 (CET/CEST)","73968",""
"07.06.2018 12:00 - 07.06.2018 13:00 (CET/CEST)","74700",""
"07.06.2018 13:00 - 07.06.2018 14:00 (CET/CEST)","74004",""
"07.06.2018 14:00 - 07.06.2018 15:00 (CET/CEST)","71953",""
"07.06.2018 15:00 - 07.06.2018 16:00 (CET/CEST)","69104",""
"07.06.2018 16:00 - 07.06.2018 17:00 (CET/CEST)","65190",""
"07.06.2018 17:00 - 07.06.2018 18:00 (CET/CEST)","60797",""
"07.06.2018 18:00 - 07.06.2018 19:00 (CET/CEST)","57975",""
"07.06.2018 19:00 - 07.06.2018 20:00 (CET/CEST)","56384",""
"07.06.2018 20:00 - 07.06.2018 21:00 (CET/CEST)","55260",""
"07.06.2018 21:00 - 07.06.2018 22:00 (CET/CEST)","54124",""
"07.06.2018 22:00 - 07.06.2018 23:00 (CET/CEST)","53460",""
"07.06.2018 23:00 - 08.06.2018 00:00 (CET/CEST)","51910",""
"08.06.2018 00:00 - 08.06.2018 01:00 (CET/CEST)","48334",""
"08.06.2018 01:00 - 08.06.2018 02:00 (CET/CEST)","46053",""
"08.06.2018 02:00 - 08.06.2018 03:00 (CET/CEST)","44127",""
"08.06.2018 03:00 - 08.06.2018 04:00 (CET/CEST)","43189",""
"08.06.2018 04:00 - 08.06.2018 05:00 (CET/CEST)","42508",""
"08.06.2018 05:00 - 08.06.2018 06:00 (CET/CEST)","44858",""
"08.06.2018 06:00 - 08.06.2018 07:00 (CET/CEST)","51375",""
"08.06.2018 07:00 - 08.06.2018 08:00 (CET/CEST)","57241",""
"08.06.2018 08:00 - 08.06.2018 09:00 (CET/CEST)","63160",""
"08.06.2018 09:00 - 08.06.2018 10:00 (CET/CEST)","66952",""
"08.06.2018 10:00 - 08.06.2018 11:00 (CET/CEST)","68994",""
"08.06.2018 11:00 - 08.06.2018 12:00 (CET/CEST)","71094",""
"08.06.2018 12:00 - 08.06.2018 13:00 (CET/CEST)","71708",""
"08.06.2018 13:00 - 08.06.2018 14:00 (CET/CEST)","70485",""
"08.06.2018 14:00 - 08.06.2018 15:00 (CET/CEST)","68584",""
"08.06.2018 15:00 - 08.06.2018 16:00 (CET/CEST)","66403",""
"08.06.2018 16:00 - 08.06.2018 17:00 (CET/CEST)","63634",""
"08.06.2018 17:00 - 08.06.2018 18:00 (CET/CEST)","60033",""
"08.06.2018 18:00 - 08.06.2018 19:00 (CET/CEST)","58563",""
"08.06.2018 19:00 - 08.06.2018 20:00 (CET/CEST)","55799",""
"08.06.2018 20:00 - 08.06.2018 21:00 (CET/CEST)","53120",""
"08.06.2018 21:00 - 08.06.2018 22:00 (CET/CEST)","52530",""
"08.06.2018 22:00 - 08.06.2018 23:00 (CET/CEST)","52177",""
"08.06.2018 23:00 - 09.06.2018 00:00 (CET/CEST)","49388",""
"09.06.2018 00:00 - 09.06.2018 01:00 (CET/CEST)","44355",""
"09.06.2018 01:00 - 09.06.2018 02:00 (CET/CEST)","41847",""
"09.06.2018 02:00 - 09.06.2018 03:00 (CET/CEST)","40012",""
"09.06.2018 03:00 - 09.06.2018 04:00 (CET/CEST)","38916",""
"09.06.2018 04:00 - 09.06.2018 05:00 (CET/CEST)","38472",""
"09.06.2018 05:00 - 09.06.2018 06:00 (CET/CEST)","38561",""
"09.06.2018 06:00 - 09.06.2018 07:00 (CET/CEST)","40076",""
"09.06.2018 07:00 - 09.06.2018 08:00 (CET/CEST)","44594",""
"09.06.2018 08:00 - 09.06.2018 09:00 (CET/CEST)","49789",""
"09.06.2018 09:00 - 09.06.2018 10:00 (CET/CEST)","54558",""
"09.06.2018 10:00 - 09.06.2018 11:00 (CET/CEST)","58233",""
"09.06.2018 11:00 - 09.06.2018 12:00 (CET/CEST)","60306",""
"09.06.2018 12:00 - 09.06.2018 13:00 (CET/CEST)","61514",""
"09.06.2018 13:00 - 09.06.2018 14:00 (CET/CEST)","60447",""
"09.06.2018 14:00 - 09.06.2018 15:00 (CET/CEST)","57574",""
"09.06.2018 15:00 - 09.06.2018 16:00 (CET/CEST)","55327",""
"09.06.2018 16:00 - 09.06.2018 17:00 (CET/CEST)","52936",""
"09.06.2018 17:00 - 09.06.2018 18:00 (CET/CEST)","50867",""
"09.06.2018 18:00 - 09.06.2018 19:00 (CET/CEST)","48654",""
"09.06.2018 19:00 - 09.06.2018 20:00 (CET/CEST)","47979",""
"09.06.2018 20:00 - 09.06.2018 21:00 (CET/CEST)","46262",""
"09.06.2018 21:00 - 09.06.2018 22:00 (CET/CEST)","45053",""
"09.06.2018 22:00 - 09.06.2018 23:00 (CET/CEST)","44204",""
"09.06.2018 23:00 - 10.06.2018 00:00 (CET/CEST)","42008",""
"10.06.2018 00:00 - 10.06.2018 01:00 (CET/CEST)","38877",""
"10.06.2018 01:00 - 10.06.2018 02:00 (CET/CEST)","37076",""
"10.06.2018 02:00 - 10.06.2018 03:00 (CET/CEST)","36238",""
"10.06.2018 03:00 - 10.06.2018 04:00 (CET/CEST)","35717",""
"10.06.2018 04:00 - 10.06.2018 05:00 (CET/CEST)","35027",""
"10.06.2018 05:00 - 10.06.2018 06:00 (CET/CEST)","33817",""
"10.06.2018 06:00 - 10.06.2018 07:00 (CET/CEST)","35813",""
"10.06.2018 07:00 - 10.06.2018 08:00 (CET/CEST)","38535",""
"10.06.2018 08:00 - 10.06.2018 09:00 (CET/CEST)","42658",""
"10.06.2018 09:00 - 10.06.2018 10:00 (CET/CEST)","46851",""
"10.06.2018 10:00 - 10.06.2018 11:00 (CET/CEST)","49362",""
"10.06.2018 11:00 - 10.06.2018 12:00 (CET/CEST)","52293",""
"10.06.2018 12:00 - 10.06.2018 13:00 (CET/CEST)","54022",""
"10.06.2018 13:00 - 10.06.2018 14:00 (CET/CEST)","52757",""
"10.06.2018 14:00 - 10.06.2018 15:00 (CET/CEST)","50971",""
"10.06.2018 15:00 - 10.06.2018 16:00 (CET/CEST)","49544",""
"10.06.2018 16:00 - 10.06.2018 17:00 (CET/CEST)","47490",""
"10.06.2018 17:00 - 10.06.2018 18:00 (CET/CEST)","46562",""
"10.06.2018 18:00 - 10.06.2018 19:00 (CET/CEST)","45725",""
"10.06.2018 19:00 - 10.06.2018 20:00 (CET/CEST)","44077",""
"10.06.2018 20:00 - 10.06.2018 21:00 (CET/CEST)","43729",""
"10.06.2018 21:00 - 10.06.2018 22:00 (CET/CEST)","43014",""
"10.06.2018 22:00 - 10.06.2018 23:00 (CET/CEST)","43675",""
"10.06.2018 23:00 - 11.06.2018 00:00 (CET/CEST)","42404",""
"11.06.2018 00:00 - 11.06.2018 01:00 (CET/CEST)","40990",""
"11.06.2018 01:00 - 11.06.2018 02:00 (CET/CEST)","39607",""
"11.06.2018 02:00 - 11.06.2018 03:00 (CET/CEST)","38996",""
"11.06.2018 03:00 - 11.06.2018 04:00 (CET/CEST)","38812",""
"11.06.2018 04:00 - 11.06.2018 05:00 (CET/CEST)","38949",""
"11.06.2018 05:00 - 11.06.2018 06:00 (CET/CEST)","41499",""
"11.06.2018 06:00 - 11.06.2018 07:00 (CET/CEST)","48802",""
"11.06.2018 07:00 - 11.06.2018 08:00 (CET/CEST)","56557",""
"11.06.2018 08:00 - 11.06.2018 09:00 (CET/CEST)","62849",""
"11.06.2018 09:00 - 11.06.2018 10:00 (CET/CEST)","66106",""
"11.06.2018 10:00 - 11.06.2018 11:00 (CET/CEST)","68723",""
"11.06.2018 11:00 - 11.06.2018 12:00 (CET/CEST)","70775",""
"11.06.2018 12:00 - 11.06.2018 13:00 (CET/CEST)","72412",""
"11.06.2018 13:00 - 11.06.2018 14:00 (CET/CEST)","72759",""
"11.06.2018 14:00 - 11.06.2018 15:00 (CET/CEST)","71372",""
"11.06.2018 15:00 - 11.06.2018 16:00 (CET/CEST)","69146",""
"11.06.2018 16:00 - 11.06.2018 17:00 (CET/CEST)","65955",""
"11.06.2018 17:00 - 11.06.2018 18:00 (CET/CEST)","62388",""
"11.06.2018 18:00 - 11.06.2018 19:00 (CET/CEST)","59920",""
"11.06.2018 19:00 - 11.06.2018 20:00 (CET/CEST)","58611",""
"11.06.2018 20:00 - 11.06.2018 21:00 (CET/CEST)","55161",""
"11.06.2018 21:00 - 11.06.2018 22:00 (CET/CEST)","53826",""
"11.06.2018 22:00 - 11.06.2018 23:00 (CET/CEST)","53657",""
"11.06.2018 23:00 - 12.06.2018 00:00 (CET/CEST)","50228",""
"12.06.2018 00:00 - 12.06.2018 01:00 (CET/CEST)","47120",""
"12.06.2018 01:00 - 12.06.2018 02:00 (CET/CEST)","44847",""
"12.06.2018 02:00 - 12.06.2018 03:00 (CET/CEST)","43201",""
"12.06.2018 03:00 - 12.06.2018 04:00 (CET/CEST)","41502",""
"12.06.2018 04:00 - 12.06.2018 05:00 (CET/CEST)","41768",""
