"MTU","Scheduled Generation [MW] (D) - Germany (DE)","Scheduled Consumption [MW] (D) - Germany (DE)"
"11.07.2017 10:00 - 11.07.2017 11:00 (CET/CEST)","68706",""
"11.07.2017 11:00 - 11.07.2017 12:00 (CET/CEST)","71426",""
"11.07.2017 12:00 - 11.07.2017 13:00 (CET/CEST)","72802",""
"11.07.2017 13:00 - 11.07.2017 14:00 (CET/CEST)","72971",""
"11.07.2017 14:00 - 11.07.2017 15:00 (CET/CEST)","71918",""
"11.07.2017 15:00 - 11.07.2017 16:00 (CET/CEST)","70475",""
"11.07.2017 16:00 - 11.07.2017 17:00 (CET/CEST)","68239",""
"11.07.2017 17:00 - 11.07.2017 18:00 (CET/CEST)","65302",""
"11.07.2017 18:00 - 11.07.2017 19:00 (CET/CEST)","61105",""
"11.07.2017 19:00 - 11.07.2017 20:00 (CET/CEST)","57804",""
"11.07.2017 20:00 - 11.07.2017 21:00 (CET/CEST)","54041",""
"11.07.2017 21:00 - 11.07.2017 22:00 (CET/CEST)","52541",""
"11.07.2017 22:00 - 11.07.2017 23:00 (CET/CEST)","51739",""
"11.07.2017 23:00 - 12.07.2017 00:00 (CET/CEST)","48979",""
"12.07.2017 00:00 - 12.07.2017 01:00 (CET/CEST)","44366",""
"12.07.2017 01:00 - 12.07.2017 02:00 (CET/CEST)","42824",""
"12.07.2017 02:00 - 12.07.2017 03:00 (CET/CEST)","41895",""
"12.07.2017 03:00 - 12.07.2017 04:00 (CET/CEST)","41310",""
"12.07.2017 04:00 - 12.07.2017 05:00 (CET/CEST)","41838",""
"12.07.2017 05:00 - 12.07.2017 06:00 (CET/CEST)","44109",""
"12.07.2017 06:00 - 12.07.2017 07:00 (CET/CEST)","49749",""
"12.07.2017 07:00 - 12.07.2017 08:00 (CET/CEST)","55210",""
"12.07.2017 08:00 - 12.07.2017 09:00 (CET/CEST)","60937",""
"12.07.2017 09:00 - 12.07.2017 10:00 (CET/CEST)","64817",""
"12.07.2017 10:00 - 12.07.2017 11:00 (CET/CEST)","66888",""
"12.07.2017 11:00 - 12.07.2017 12:00 (CET/CEST)","68567",""
"12.07.2017 12:00 - 12.07.2017 13:00 (CET/CEST)","69133",""
"12.07.2017 13:00 - 12.07.2017 14:00 (CET/CEST)","68585",""
"12.07.2017 14:00 - 12.07.2017 15:00 (CET/CEST)","69303",""
"12.07.2017 15:00 - 12.07.2017 16:00 (CET/CEST)","69218",""
"12.07.2017 16:00 - 12.07.2017 17:00 (CET/CEST)","67536",""
"12.07.2017 17:00 - 12.07.2017 18:00 (CET/CEST)","67352",""
"12.07.2017 18:00 - 12.07.2017 19:00 (CET/CEST)","66579",""
"12.07.2017 19:00 - 12.07.2017 20:00 (CET/CEST)","65293",""
"12.07.2017 20:00 - 12.07.2017 21:00 (CET/CEST)","63218",""
"12.07.2017 21:00 - 12.07.2017 22:00 (CET/CEST)","61770",""
"12.07.2017 22:00 - 12.07.2017 23:00 (CET/CEST)","60867",""
"12.07.2017 23:00 - 13.07.2017 00:00 (CET/CEST)","57856",""
"13.07.2017 00:00 - 13.07.2017 01:00 (CET/CEST)","53528",""
"13.07.2017 01:00 - 13.07.2017 02:00 (CET/CEST)","51934",""
"13.07.2017 02:00 - 13.07.2017 03:00 (CET/CEST)","50897",""
"13.07.2017 03:00 - 13.07.2017 04:00 (CET/CEST)","49760",""
"13.07.2017 04:00 - 13.07.2017 05:00 (CET/CEST)","49241",""
"13.07.2017 05:00 - 13.07.2017 06:00 (CET/CEST)","50034",""
"13.07.2017 06:00 - 13.07.2017 07:00 (CET/CEST)","56295",""
"13.07.2017 07:00 - 13.07.2017 08:00 (CET/CEST)","60512",""
"13.07.2017 08:00 - 13.07.2017 09:00 (CET/CEST)","66566",""
"13.07.2017 09:00 - 13.07.2017 10:00 (CET/CEST)","69192",""
"13.07.2017 10:00 - 13.07.2017 11:00 (CET/CEST)","71692",""
"13.07.2017 11:00 - 13.07.2017 12:00 (CET/CEST)","73536",""
"13.07.2017 12:00 - 13.07.2017 13:00 (CET/CEST)","73774",""
"13.07.2017 13:00 - 13.07.2017 14:00 (CET/CEST)","73625",""
"13.07.2017 14:00 - 13.07.2017 15:00 (CET/CEST)","71305",""
"13.07.2017 15:00 - 13.07.2017 16:00 (CET/CEST)","69335",""
"13.07.2017 16:00 - 13.07.2017 17:00 (CET/CEST)","66482",""
"13.07.2017 17:00 - 13.07.2017 18:00 (CET/CEST)","62282",""
"13.07.2017 18:00 - 13.07.2017 19:00 (CET/CEST)","57822",""
"13.07.2017 19:00 - 13.07.2017 20:00 (CET/CEST)","54587",""
"13.07.2017 20:00 - 13.07.2017 21:00 (CET/CEST)","51369",""
"13.07.2017 21:00 - 13.07.2017 22:00 (CET/CEST)","48904",""
"13.07.2017 22:00 - 13.07.2017 23:00 (CET/CEST)","48243",""
"13.07.2017 23:00 - 14.07.2017 00:00 (CET/CEST)","44914",""
"14.07.2017 00:00 - 14.07.2017 01:00 (CET/CEST)","41629",""
"14.07.2017 01:00 - 14.07.2017 02:00 (CET/CEST)","40111",""
"14.07.2017 02:00 - 14.07.2017 03:00 (CET/CEST)","39486",""
"14.07.2017 03:00 - 14.07.2017 04:00 (CET/CEST)","39154",""
"14.07.2017 04:00 - 14.07.2017 05:00 (CET/CEST)","39494",""
"14.07.2017 05:00 - 14.07.2017 06:00 (CET/CEST)","41017",""
"14.07.2017 06:00 - 14.07.2017 07:00 (CET/CEST)","46301",""
"14.07.2017 07:00 - 14.07.2017 08:00 (CET/CEST)","52311",""
"14.07.2017 08:00 - 14.07.2017 09:00 (CET/CEST)","56931",""
"14.07.2017 09:00 - 14.07.2017 10:00 (CET/CEST)","60020",""
"14.07.2017 10:00 - 14.07.2017 11:00 (CET/CEST)","61945",""
"14.07.2017 11:00 - 14.07.2017 12:00 (CET/CEST)","63680",""
"14.07.2017 12:00 - 14.07.2017 13:00 (CET/CEST)","65312",""
"14.07.2017 13:00 - 14.07.2017 14:00 (CET/CEST)","64251",""
"14.07.2017 14:00 - 14.07.2017 15:00 (CET/CEST)","61999",""
"14.07.2017 15:00 - 14.07.2017 16:00 (CET/CEST)","60191",""
"14.07.2017 16:00 - 14.07.2017 17:00 (CET/CEST)","58688",""
"14.07.2017 17:00 - 14.07.2017 18:00 (CET/CEST)","57696",""
"14.07.2017 18:00 - 14.07.2017 19:00 (CET/CEST)","55172",""
"14.07.2017 19:00 - 14.07.2017 20:00 (CET/CEST)","53184",""
"14.07.2017 20:00 - 14.07.2017 21:00 (CET/CEST)","50856",""
"14.07.2017 21:00 - 14.07.2017 22:00 (CET/CEST)","49648",""
"14.07.2017 22:00 - 14.07.2017 23:00 (CET/CEST)","48896",""
"14.07.2017 23:00 - 15.07.2017 00:00 (CET/CEST)","47487",""
"15.07.2017 00:00 - 15.07.2017 01:00 (CET/CEST)","42927",""
"15.07.2017 01:00 - 15.07.2017 02:00 (CET/CEST)","41626",""
"15.07.2017 02:00 - 15.07.2017 03:00 (CET/CEST)","41221",""
"15.07.2017 03:00 - 15.07.2017 04:00 (CET/CEST)","40403",""
"15.07.2017 04:00 - 15.07.2017 05:00 (CET/CEST)","40183",""
"15.07.2017 05:00 - 15.07.2017 06:00 (CET/CEST)","40337",""
"15.07.2017 06:00 - 15.07.2017 07:00 (CET/CEST)","41908",""
"15.07.2017 07:00 - 15.07.2017 08:00 (CET/CEST)","44567",""
"15.07.2017 08:00 - 15.07.2017 09:00 (CET/CEST)","48800",""
"15.07.2017 09:00 - 15.07.2017 10:00 (CET/CEST)","52699",""
"15.07.2017 10:00 - 15.07.2017 11:00 (CET/CEST)","55398",""
"15.07.2017 11:00 - 15.07.2017 12:00 (CET/CEST)","57122",""
"15.07.2017 12:00 - 15.07.2017 13:00 (CET/CEST)","58101",""
"15.07.2017 13:00 - 15.07.2017 14:00 (CET/CEST)","57488",""
"15.07.2017 14:00 - 15.07.2017 15:00 (CET/CEST)","55578",""
"15.07.2017 15:00 - 15.07.2017 16:00 (CET/CEST)","54236",""
"15.07.2017 16:00 - 15.07.2017 17:00 (CET/CEST)","51830",""
"15.07.2017 17:00 - 15.07.2017 18:00 (CET/CEST)","50089",""
"15.07.2017 18:00 - 15.07.2017 19:00 (CET/CEST)","47224",""
"15.07.2017 19:00 - 15.07.2017 20:00 (CET/CEST)","44738",""
"15.07.2017 20:00 - 15.07.2017 21:00 (CET/CEST)","42542",""
"15.07.2017 21:00 - 15.07.2017 22:00 (CET/CEST)","41542",""
"15.07.2017 22:00 - 15.07.2017 23:00 (CET/CEST)","41979",""
"15.07.2017 23:00 - 16.07.2017 00:00 (CET/CEST)","40828",""
"16.07.2017 00:00 - 16.07.2017 01:00 (CET/CEST)","38659",""
"16.07.2017 01:00 - 16.07.2017 02:00 (CET/CEST)","38347",""
"16.07.2017 02:00 - 16.07.2017 03:00 (CET/CEST)","37924",""
"16.07.2017 03:00 - 16.07.2017 04:00 (CET/CEST)","37845",""
"16.07.2017 04:00 - 16.07.2017 05:00 (CET/CEST)","37774",""
"16.07.2017 05:00 - 16.07.2017 06:00 (CET/CEST)","37932",""
"16.07.2017 06:00 - 16.07.2017 07:00 (CET/CEST)","39677",""
"16.07.2017 07:00 - 16.07.2017 08:00 (CET/CEST)","42897",""
"16.07.2017 08:00 - 16.07.2017 09:00 (CET/CEST)","46917",""
"16.07.2017 09:00 - 16.07.2017 10:00 (CET/CEST)","50933",""
"16.07.2017 10:00 - 16.07.2017 11:00 (CET/CEST)","53558",""
"16.07.2017 11:00 - 16.07.2017 12:00 (CET/CEST)","55106",""
"16.07.2017 12:00 - 16.07.2017 13:00 (CET/CEST)","55604",""
"16.07.2017 13:00 - 16.07.2017 14:00 (CET/CEST)","54499",""
"16.07.2017 14:00 - 16.07.2017 15:00 (CET/CEST)","52736",""
"16.07.2017 15:00 - 16.07.2017 16:00 (CET/CEST)","51712",""
"16.07.2017 16:00 - 16.07.2017 17:00 (CET/CEST)","50651",""
"16.07.2017 17:00 - 16.07.2017 18:00 (CET/CEST)","49756",""
"16.07.2017 18:00 - 16.07.2017 19:00 (CET/CEST)","47738",""
"16.07.2017 19:00 - 16.07.2017 20:00 (CET/CEST)","46520",""
"16.07.2017 20:00 - 16.07.2017 21:00 (CET/CEST)","44980",""
"16.07.2017 21:00 - 16.07.2017 22:00 (CET/CEST)","45031",""
"16.07.2017 22:00 - 16.07.2017 23:00 (CET/CEST)","45963",""
"16.07.2017 23:00 - 17.07.2017 00:00 (CET/CEST)","43650",""
"17.07.2017 00:00 - 17.07.2017 01:00 (CET/CEST)","41537",""
"17.07.2017 01:00 - 17.07.2017 02:00 (CET/CEST)","40117",""
"17.07.2017 02:00 - 17.07.2017 03:00 (CET/CEST)","39211",""
"17.07.2017 03:00 - 17.07.2017 04:00 (CET/CEST)","38617",""
"17.07.2017 04:00 - 17.07.2017 05:00 (CET/CEST)","38942",""
"17.07.2017 05:00 - 17.07.2017 06:00 (CET/CEST)","40685",""
"17.07.2017 06:00 - 17.07.2017 07:00 (CET/CEST)","46788",""
"17.07.2017 07:00 - 17.07.2017 08:00 (CET/CEST)","52998",""
"17.07.2017 08:00 - 17.07.2017 09:00 (CET/CEST)","59148",""
"17.07.2017 09:00 - 17.07.2017 10:00 (CET/CEST)","63972",""
"17.07.2017 10:00 - 17.07.2017 11:00 (CET/CEST)","67212",""
"17.07.2017 11:00 - 17.07.2017 12:00 (CET/CEST)","69732",""
"17.07.2017 12:00 - 17.07.2017 13:00 (CET/CEST)","70984",""
"17.07.2017 13:00 - 17.07.2017 14:00 (CET/CEST)","70327",""
"17.07.2017 14:00 - 17.07.2017 15:00 (CET/CEST)","69236",""
"17.07.2017 15:00 - 17.07.2017 16:00 (CET/CEST)","67544",""
"17.07.2017 16:00 - 17.07.2017 17:00 (CET/CEST)","65407",""
"17.07.2017 17:00 - 17.07.2017 18:00 (CET/CEST)","62381",""
"17.07.2017 18:00 - 17.07.2017 19:00 (CET/CEST)","58927",""
"17.07.2017 19:00 - 17.07.2017 20:00 (CET/CEST)","56769",""
"17.07.2017 20:00 - 17.07.2017 21:00 (CET/CEST)","53375",""
"17.07.2017 21:00 - 17.07.2017 22:00 (CET/CEST)","51274",""
"17.07.2017 22:00 - 17.07.2017 23:00 (CET/CEST)","50804",""
"17.07.2017 23:00 - 18.07.2017 00:00 (CET/CEST)","47829",""
"18.07.2017 00:00 - 18.07.2017 01:00 (CET/CEST)","43764",""
"18.07.2017 01:00 - 18.07.2017 02:00 (CET/CEST)","41849",""
"18.07.2017 02:00 - 18.07.2017 03:00 (CET/CEST)","40661",""
"18.07.2017 03:00 - 18.07.2017 04:00 (CET/CEST)","40194",""
"18.07.2017 04:00 - 18.07.2017 05:00 (CET/CEST)","40169",""
"18.07.2017 05:00 - 18.07.2017 06:00 (CET/CEST)","42304",""
"18.07.2017 06:00 - 18.07.2017 07:00 (CET/CEST)","49721",""
"18.07.2017 07:00 - 18.07.2017 08:00 (CET/CEST)","55394",""
"18.07.2017 08:00 - 18.07.2017 09:00 (CET/CEST)","61734",""
"18.07.2017 09:00 - 18.07.2017 10:00 (CET/CEST)","66560",""
"18.07.2017 10:00 - 18.07.2017 11:00 (CET/CEST)","68884",""
"18.07.2017 11:00 - 18.07.2017 12:00 (CET/CEST)","70554",""
"18.07.2017 12:00 - 18.07.2017 13:00 (CET/CEST)","70165",""
"18.07.2017 13:00 - 18.07.2017 14:00 (CET/CEST)","69478",""
"18.07.2017 14:00 - 18.07.2017 15:00 (CET/CEST)","67689",""
"18.07.2017 15:00 - 18.07.2017 16:00 (CET/CEST)","66166",""
"18.07.2017 16:00 - 18.07.2017 17:00 (CET/CEST)","63798",""
"18.07.2017 17:00 - 18.07.2017 18:00 (CET/CEST)","61039",""
"18.07.2017 18:00 - 18.07.2017 19:00 (CET/CEST)","58811",""
"18.07.2017 19:00 - 18.07.2017 20:00 (CET/CEST)","56103",""
"18.07.2017 20:00 - 18.07.2017 21:00 (CET/CEST)","53422",""
"18.07.2017 21:00 - 18.07.2017 22:00 (CET/CEST)","52016",""
"18.07.2017 22:00 - 18.07.2017 23:00 (CET/CEST)","52394",""
"18.07.2017 23:00 - 19.07.2017 00:00 (CET/CEST)","49963",""
"19.07.2017 00:00 - 19.07.2017 01:00 (CET/CEST)","46894",""
"19.07.2017 01:00 - 19.07.2017 02:00 (CET/CEST)","44700",""
"19.07.2017 02:00 - 19.07.2017 03:00 (CET/CEST)","43852",""
"19.07.2017 03:00 - 19.07.2017 04:00 (CET/CEST)","43032",""
"19.07.2017 04:00 - 19.07.2017 05:00 (CET/CEST)","43207",""
"19.07.2017 05:00 - 19.07.2017 06:00 (CET/CEST)","45946",""
"19.07.2017 06:00 - 19.07.2017 07:00 (CET/CEST)","52065",""
"19.07.2017 07:00 - 19.07.2017 08:00 (CET/CEST)","57528",""
"19.07.2017 08:00 - 19.07.2017 09:00 (CET/CEST)","63412",""
"19.07.2017 09:00 - 19.07.2017 10:00 (CET/CEST)","67835",""
"19.07.2017 10:00 - 19.07.2017 11:00 (CET/CEST)","71422",""
"19.07.2017 11:00 - 19.07.2017 12:00 (CET/CEST)","73843",""
"19.07.2017 12:00 - 19.07.2017 13:00 (CET/CEST)","74358",""
"19.07.2017 13:00 - 19.07.2017 14:00 (CET/CEST)","73546",""
"19.07.2017 14:00 - 19.07.2017 15:00 (CET/CEST)","71818",""
"19.07.2017 15:00 - 19.07.2017 16:00 (CET/CEST)","70205",""
"19.07.2017 16:00 - 19.07.2017 17:00 (CET/CEST)","67756",""
"19.07.2017 17:00 - 19.07.2017 18:00 (CET/CEST)","64744",""
"19.07.2017 18:00 - 19.07.2017 19:00 (CET/CEST)","62312",""
"19.07.2017 19:00 - 19.07.2017 20:00 (CET/CEST)","60115",""
"19.07.2017 20:00 - 19.07.2017 21:00 (CET/CEST)","56860",""
"19.07.2017 21:00 - 19.07.2017 22:00 (CET/CEST)","55369",""
"19.07.2017 22:00 - 19.07.2017 23:00 (CET/CEST)","55953",""
"19.07.2017 23:00 - 20.07.2017 00:00 (CET/CEST)","53916",""
"20.07.2017 00:00 - 20.07.2017 01:00 (CET/CEST)","48740",""
"20.07.2017 01:00 - 20.07.2017 02:00 (CET/CEST)","46904",""
"20.07.2017 02:00 - 20.07.2017 03:00 (CET/CEST)","45150",""
"20.07.2017 03:00 - 20.07.2017 04:00 (CET/CEST)","43844",""
"20.07.2017 04:00 - 20.07.2017 05:00 (CET/CEST)","43185",""
"20.07.2017 05:00 - 20.07.2017 06:00 (CET/CEST)","44720",""
"20.07.2017 06:00 - 20.07.2017 07:00 (CET/CEST)","50239",""
"20.07.2017 07:00 - 20.07.2017 08:00 (CET/CEST)","56298",""
"20.07.2017 08:00 - 20.07.2017 09:00 (CET/CEST)","59981",""
"20.07.2017 09:00 - 20.07.2017 10:00 (CET/CEST)","63439",""
"20.07.2017 10:00 - 20.07.2017 11:00 (CET/CEST)","65098",""
"20.07.2017 11:00 - 20.07.2017 12:00 (CET/CEST)","66500",""
"20.07.2017 12:00 - 20.07.2017 13:00 (CET/CEST)","66292",""
"20.07.2017 13:00 - 20.07.2017 14:00 (CET/CEST)","66396",""
"20.07.2017 14:00 - 20.07.2017 15:00 (CET/CEST)","65191",""
"20.07.2017 15:00 - 20.07.2017 16:00 (CET/CEST)","63360",""
"20.07.2017 16:00 - 20.07.2017 17:00 (CET/CEST)","61485",""
"20.07.2017 17:00 - 20.07.2017 18:00 (CET/CEST)","59964",""
"20.07.2017 18:00 - 20.07.2017 19:00 (CET/CEST)","57026",""
"20.07.2017 19:00 - 20.07.2017 20:00 (CET/CEST)","54760",""
"20.07.2017 20:00 - 20.07.2017 21:00 (CET/CEST)","52213",""
"20.07.2017 21:00 - 20.07.2017 22:00 (CET/CEST)","50953",""
"20.07.2017 22:00 - 20.07.2017 23:00 (CET/CEST)","51133",""
"20.07.2017 23:00 - 21.07.2017 00:00 (CET/CEST)","48203",""
"21.07.2017 00:00 - 21.07.2017 01:00 (CET/CEST)","47010",""
"21.07.2017 01:00 - 21.07.2017 02:00 (CET/CEST)","46013",""
"21.07.2017 02:00 - 21.07.2017 03:00 (CET/CEST)","44903",""
"21.07.2017 03:00 - 21.07.2017 04:00 (CET/CEST)","43946",""
"21.07.2017 04:00 - 21.07.2017 05:00 (CET/CEST)","43753",""
"21.07.2017 05:00 - 21.07.2017 06:00 (CET/CEST)","45745",""
"21.07.2017 06:00 - 21.07.2017 07:00 (CET/CEST)","49795",""
"21.07.2017 07:00 - 21.07.2017 08:00 (CET/CEST)","54010",""
"21.07.2017 08:00 - 21.07.2017 09:00 (CET/CEST)","59652",""
"21.07.2017 09:00 - 21.07.2017 10:00 (CET/CEST)","62777",""
"21.07.2017 10:00 - 21.07.2017 11:00 (CET/CEST)","65581",""
"21.07.2017 11:00 - 21.07.2017 12:00 (CET/CEST)","67447",""
"21.07.2017 12:00 - 21.07.2017 13:00 (CET/CEST)","67598",""
"21.07.2017 13:00 - 21.07.2017 14:00 (CET/CEST)","66364",""
"21.07.2017 14:00 - 21.07.2017 15:00 (CET/CEST)","64296",""
"21.07.2017 15:00 - 21.07.2017 16:00 (CET/CEST)","62255",""
"21.07.2017 16:00 - 21.07.2017 17:00 (CET/CEST)","59615",""
"21.07.2017 17:00 - 21.07.2017 18:00 (CET/CEST)","56511",""
"21.07.2017 18:00 - 21.07.2017 19:00 (CET/CEST)","53692",""
"21.07.2017 19:00 - 21.07.2017 20:00 (CET/CEST)","51698",""
"21.07.2017 20:00 - 21.07.2017 21:00 (CET/CEST)","49342",""
"21.07.2017 21:00 - 21.07.2017 22:00 (CET/CEST)","48350",""
"21.07.2017 22:00 - 21.07.2017 23:00 (CET/CEST)","49521",""
"21.07.2017 23:00 - 22.07.2017 00:00 (CET/CEST)","48558",""
"22.07.2017 00:00 - 22.07.2017 01:00 (CET/CEST)","45046",""
"22.07.2017 01:00 - 22.07.2017 02:00 (CET/CEST)","43227",""
"22.07.2017 02:00 - 22.07.2017 03:00 (CET/CEST)","42160",""
"22.07.2017 03:00 - 22.07.2017 04:00 (CET/CEST)","41771",""
"22.07.2017 04:00 - 22.07.2017 05:00 (CET/CEST)","41318",""
"22.07.2017 05:00 - 22.07.2017 06:00 (CET/CEST)","41272",""
"22.07.2017 06:00 - 22.07.2017 07:00 (CET/CEST)","42617",""
"22.07.2017 07:00 - 22.07.2017 08:00 (CET/CEST)","45670",""
"22.07.2017 08:00 - 22.07.2017 09:00 (CET/CEST)","48751",""
"22.07.2017 09:00 - 22.07.2017 10:00 (CET/CEST)","52773",""
"22.07.2017 10:00 - 22.07.2017 11:00 (CET/CEST)","55832",""
"22.07.2017 11:00 - 22.07.2017 12:00 (CET/CEST)","58485",""
"22.07.2017 12:00 - 22.07.2017 13:00 (CET/CEST)","59733",""
"22.07.2017 13:00 - 22.07.2017 14:00 (CET/CEST)","58211",""
"22.07.2017 14:00 - 22.07.2017 15:00 (CET/CEST)","56740",""
"22.07.2017 15:00 - 22.07.2017 16:00 (CET/CEST)","54820",""
"22.07.2017 16:00 - 22.07.2017 17:00 (CET/CEST)","52484",""
"22.07.2017 17:00 - 22.07.2017 18:00 (CET/CEST)","51489",""
"22.07.2017 18:00 - 22.07.2017 19:00 (CET/CEST)","49374",""
"22.07.2017 19:00 - 22.07.2017 20:00 (CET/CEST)","47400",""
"22.07.2017 20:00 - 22.07.2017 21:00 (CET/CEST)","45077",""
"22.07.2017 21:00 - 22.07.2017 22:00 (CET/CEST)","44895",""
"22.07.2017 22:00 - 22.07.2017 23:00 (CET/CEST)","45258",""
"22.07.2017 23:00 - 23.07.2017 00:00 (CET/CEST)","44357",""
"23.07.2017 00:00 - 23.07.2017 01:00 (CET/CEST)","40054",""
"23.07.2017 01:00 - 23.07.2017 02:00 (CET/CEST)","38699",""
"23.07.2017 02:00 - 23.07.2017 03:00 (CET/CEST)","38205",""
"23.07.2017 03:00 - 23.07.2017 04:00 (CET/CEST)","37393",""
"23.07.2017 04:00 - 23.07.2017 05:00 (CET/CEST)","37007",""
"23.07.2017 05:00 - 23.07.2017 06:00 (CET/CEST)","37166",""
"23.07.2017 06:00 - 23.07.2017 07:00 (CET/CEST)","38203",""
"23.07.2017 07:00 - 23.07.2017 08:00 (CET/CEST)","40764",""
"23.07.2017 08:00 - 23.07.2017 09:00 (CET/CEST)","44169",""
"23.07.2017 09:00 - 23.07.2017 10:00 (CET/CEST)","47661",""
"23.07.2017 10:00 - 23.07.2017 11:00 (CET/CEST)","51109",""
"23.07.2017 11:00 - 23.07.2017 12:00 (CET/CEST)","53597",""
"23.07.2017 12:00 - 23.07.2017 13:00 (CET/CEST)","55246",""
"23.07.2017 13:00 - 23.07.2017 14:00 (CET/CEST)","55245",""
"23.07.2017 14:00 - 23.07.2017 15:00 (CET/CEST)","55086",""
"23.07.2017 15:00 - 23.07.2017 16:00 (CET/CEST)","53721",""
"23.07.2017 16:00 - 23.07.2017 17:00 (CET/CEST)","51894",""
"23.07.2017 17:00 - 23.07.2017 18:00 (CET/CEST)","51429",""
"23.07.2017 18:00 - 23.07.2017 19:00 (CET/CEST)","48299",""
"23.07.2017 19:00 - 23.07.2017 20:00 (CET/CEST)","45506",""
"23.07.2017 20:00 - 23.07.2017 21:00 (CET/CEST)","43250",""
"23.07.2017 21:00 - 23.07.2017 22:00 (CET/CEST)","42760",""
"23.07.2017 22:00 - 23.07.2017 23:00 (CET/CEST)","43895",""
"23.07.2017 23:00 - 24.07.2017 00:00 (CET/CEST)","41433",""
"24.07.2017 00:00 - 24.07.2017 01:00 (CET/CEST)","39608",""
"24.07.2017 01:00 - 24.07.2017 02:00 (CET/CEST)","37917",""
"24.07.2017 02:00 - 24.07.2017 03:00 (CET/CEST)","36991",""
"24.07.2017 03:00 - 24.07.2017 04:00 (CET/CEST)","35814",""
"24.07.2017 04:00 - 24.07.2017 05:00 (CET/CEST)","36189",""
"24.07.2017 05:00 - 24.07.2017 06:00 (CET/CEST)","38786",""
"24.07.2017 06:00 - 24.07.2017 07:00 (CET/CEST)","45628",""
"24.07.2017 07:00 - 24.07.2017 08:00 (CET/CEST)","51899",""
"24.07.2017 08:00 - 24.07.2017 09:00 (CET/CEST)","56789",""
"24.07.2017 09:00 - 24.07.2017 10:00 (CET/CEST)","60669",""
"24.07.2017 10:00 - 24.07.2017 11:00 (CET/CEST)","62973",""
"24.07.2017 11:00 - 24.07.2017 12:00 (CET/CEST)","64285",""
"24.07.2017 12:00 - 24.07.2017 13:00 (CET/CEST)","63870",""
"24.07.2017 13:00 - 24.07.2017 14:00 (CET/CEST)","63284",""
"24.07.2017 14:00 - 24.07.2017 15:00 (CET/CEST)","61381",""
"24.07.2017 15:00 - 24.07.2017 16:00 (CET/CEST)","60474",""
"24.07.2017 16:00 - 24.07.2017 17:00 (CET/CEST)","59042",""
"24.07.2017 17:00 - 24.07.2017 18:00 (CET/CEST)","57960",""
"24.07.2017 18:00 - 24.07.2017 19:00 (CET/CEST)","56954",""
"24.07.2017 19:00 - 24.07.2017 20:00 (CET/CEST)","55749",""
"24.07.2017 20:00 - 24.07.2017 21:00 (CET/CEST)","53439",""
"24.07.2017 21:00 - 24.07.2017 22:00 (CET/CEST)","51829",""
"24.07.2017 22:00 - 24.07.2017 23:00 (CET/CEST)","50798",""
"24.07.2017 23:00 - 25.07.2017 00:00 (CET/CEST)","47482",""
"25.07.2017 00:00 - 25.07.2017 01:00 (CET/CEST)","44531",""
"25.07.2017 01:00 - 25.07.2017 02:00 (CET/CEST)","42928",""
"25.07.2017 02:00 - 25.07.2017 03:00 (CET/CEST)","42271",""
"25.07.2017 03:00 - 25.07.2017 04:00 (CET/CEST)","41796",""
"25.07.2017 04:00 - 25.07.2017 05:00 (CET/CEST)","42133",""
"25.07.2017 05:00 - 25.07.2017 06:00 (CET/CEST)","45164",""
"25.07.2017 06:00 - 25.07.2017 07:00 (CET/CEST)","50861",""
"25.07.2017 07:00 - 25.07.2017 08:00 (CET/CEST)","55318",""
"25.07.2017 08:00 - 25.07.2017 09:00 (CET/CEST)","59874",""
"25.07.2017 09:00 - 25.07.2017 10:00 (CET/CEST)","62734",""
"25.07.2017 10:00 - 25.07.2017 11:00 (CET/CEST)","63513",""
"25.07.2017 11:00 - 25.07.2017 12:00 (CET/CEST)","64613",""
"25.07.2017 12:00 - 25.07.2017 13:00 (CET/CEST)","65302",""
"25.07.2017 13:00 - 25.07.2017 14:00 (CET/CEST)","64331",""
"25.07.2017 14:00 - 25.07.2017 15:00 (CET/CEST)","63374",""
"25.07.2017 15:00 - 25.07.2017 16:00 (CET/CEST)","62383",""
"25.07.2017 16:00 - 25.07.2017 17:00 (CET/CEST)","61000",""
"25.07.2017 17:00 - 25.07.2017 18:00 (CET/CEST)","59781",""
"25.07.2017 18:00 - 25.07.2017 19:00 (CET/CEST)","59486",""
"25.07.2017 19:00 - 25.07.2017 20:00 (CET/CEST)","59046",""
"25.07.2017 20:00 - 25.07.2017 21:00 (CET/CEST)","57140",""
"25.07.2017 21:00 - 25.07.2017 22:00 (CET/CEST)","56437",""
"25.07.2017 22:00 - 25.07.2017 23:00 (CET/CEST)","55618",""
"25.07.2017 23:00 - 26.07.2017 00:00 (CET/CEST)","53390",""
"26.07.2017 00:00 - 26.07.2017 01:00 (CET/CEST)","51959",""
"26.07.2017 01:00 - 26.07.2017 02:00 (CET/CEST)","50802",""
"26.07.2017 02:00 - 26.07.2017 03:00 (CET/CEST)","50272",""
"26.07.2017 03:00 - 26.07.2017 04:00 (CET/CEST)","49960",""
"26.07.2017 04:00 - 26.07.2017 05:00 (CET/CEST)","50393",""
"26.07.2017 05:00 - 26.07.2017 06:00 (CET/CEST)","51873",""
"26.07.2017 06:00 - 26.07.2017 07:00 (CET/CEST)","56309",""
