Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2017-04-25;2,8981;2,9098;2,8591;2,8847;;
2017-04-24;2,956;2,9602;2,8737;2,8986;;
2017-04-21;3,0471;3,0551;2,9645;2,9704;;
2017-04-20;2,9802;3,0592;2,9674;3,021;;
2017-04-19;2,9357;3,0436;2,9275;2,9664;;
2017-04-18;2,9434;2,9949;2,9147;2,9348;;
2017-04-13;2,9605;3,0552;2,9595;3,0176;;
2017-04-12;2,9742;3,0349;2,9695;2,9882;;
2017-04-11;3,0497;3,0977;2,9533;2,9723;;
2017-04-10;3,0572;3,1245;3,0465;3,0531;;
2017-04-07;3,1112;3,1493;3,0549;3,0562;;
2017-04-06;3,0529;3,1413;3,04;3,1069;;
2017-04-05;3,0371;3,1462;3,0371;3,0441;;
2017-04-04;2,9501;3,0917;2,9311;3,0797;;
2017-04-03;3,0137;3,0725;2,9208;2,9347;;
2017-03-31;3,0018;3,0418;2,9639;2,9738;;
2017-03-30;2,9916;3,0235;2,9576;2,9669;;
2017-03-29;2,951;3,0398;2,9317;2,992;;
2017-03-28;2,7883;2,9481;2,7883;2,9091;;
2017-03-27;2,9162;2,9542;2,7899;2,7938;;
2017-03-24;2,7975;2,9218;2,7975;2,8339;;
2017-03-23;2,8036;2,8998;2,8036;2,8217;;
2017-03-22;2,8408;2,9162;2,7769;2,7813;;
2017-03-21;2,8289;2,9111;2,8283;2,8482;;
2017-03-20;2,6894;2,8776;2,6894;2,8521;;
2017-03-17;2,6834;2,79;2,6774;2,7391;;
2017-03-16;2,7499;2,8239;2,6936;2,6979;;
2017-03-15;2,7581;2,8613;2,7448;2,788;;
2017-03-14;2,8475;2,9316;2,7427;2,7427;;
2017-03-13;2,8631;2,9353;2,801;2,8152;;
2017-03-10;2,8181;2,8994;2,8144;2,8367;;
2017-03-09;2,7416;2,863;2,7264;2,8067;;
2017-03-08;2,7011;2,8561;2,7002;2,7266;;
2017-03-07;2,7014;2,7918;2,6567;2,6707;;
2017-03-06;2,7371;2,8416;2,7245;2,7265;;
2017-03-03;2,6417;2,737;2,6375;2,6545;;
2017-03-02;2,6234;2,7683;2,6196;2,6424;;
2017-03-01;2,6211;2,731;2,6054;2,6465;;
2017-02-28;2,5322;2,6819;2,5194;2,5919;;
2017-02-27;2,5438;2,6397;2,519;2,5315;;
2017-02-24;2,6058;2,6809;2,5889;2,5946;;
2017-02-23;2,5387;2,6881;2,498;2,5888;;
2017-02-22;2,4117;2,6141;2,4117;2,4737;;
2017-02-21;2,6811;2,7668;2,4139;2,428;;
2017-02-20;2,6328;2,7543;2,6076;2,6904;;
